# all genes in this table have their expression variance significantly explained by subclone, tumor density, or both using a stepwise regression with a threshold of p<0.05
gene,clone_exp,density_exp
DNAJC27,-0.351879597759331,0.098706440799982
CRTAP,0.261086500905021,0.189277293512432
RP11-654D12.2,-0.450247308699447,0
NFE2L1,0,0.449935625435217
MT-ATP6,0,0.449850810174345
RANBP1,0.283444595722254,0.166344591330318
RNF213,-0.326535734931694,-0.122957677914017
DYNLL1,0.102702526203511,0.346778845630571
RPS23,0.365458381281166,0.0840205856028641
CCNB1,0.105864975579014,0.343599338270049
EPRS,0.296805825371024,0.152493094926588
AC006486.9,0.224610597217007,0.224565086300076
SNRNP70,0,-0.449073646123575
CDH17,0,0.448761884202668
PAG1,-0.15984131046839,0.288827071518058
ASL,0,-0.448630216379236
RAB11FIP1,-0.448514186580111,0
VMA21,0.182795162905082,0.265658038492375
ASPH,-0.374177904736597,0.0741601895524702
GDI2,0.0885262842203402,0.358993291215992
ATP5A1,0.220415831636495,0.226691545299427
HNRNPU,0.446826492208353,0
FBXO42,-0.121603644220677,-0.325067758997255
CLPTM1L,0,-0.446669709552807
REG1A,0,-0.446475648961579
KDELR1,0,-0.446379218055298
NAA38,0.446274285168743,0
KIF14,0.19068760752539,0.255492218531233
PRDX1,0.391836317658178,0.0542287159314414
EBAG9,0,0.445961637060048
GPX2,-0.180159792191436,-0.265290459697733
IL33,0.168299103858461,0.277085900174619
TMED2,0.124860031616388,0.320412330391253
SHH,0.445122281871916,0
IFT20,-0.0771611396164428,-0.367958202821247
MSI2,-0.382234470574433,-0.0627595138794636
CTD-2006H14.2,-0.444987251183819,0
APLP2,0,0.44494204083752
PSD3,0.444868835257083,0
COA6,0.135132450148373,0.309329369364729
GRN,-0.444234496124031,0
MCRS1,0,0.444137778759108
FOXM1,0.444035158789226,0
PPARG,-0.207859805436858,0.235953268478953
CPNE3,-0.18843206723243,0.255137183818077
ANP32B,0.135450877743795,-0.308070492310261
LACTB,0.145934786622737,0.297502385936655
BRD4,0,-0.443421148048773
RP11-114N19.3,-0.443390115940152,0
NHLRC1,0,-0.443197946479177
PTGES3,0.443067996527116,0
CIT,0,0.443028008806822
CEBPD,0,0.443007661037562
NCAPG,0.154058444204202,0.28893428150788
HOXB9,0,-0.442848096933187
NDUFB1,0.4427728129868,0
CYBA,0.442352749424444,0
RBBP7,0.0898539351252102,0.352379825584791
RP11-462G2.1,0.442032105295529,0
MRPS9,0,0.441970160922536
RP11-400F19.18,-0.141548495345313,-0.30020477015227
MSN,0.242142376973838,-0.199578823174329
DNAJB4,0,0.441690127949827
RP11-337C18.8,-0.44124278251306,0
OGT,-0.440939463906176,0
CHMP4B,-0.319367196140345,0.12131946336694
PWP1,0.0830505947469238,0.357633486567973
MCL1,0.377892257226515,0.0626995134623429
EBNA1BP2,0.263791039988155,0.176572197065972
ATP6V1D,0.143701053417332,0.296642835539482
AC005281.1,-0.439803466570797,0
RPL38,0.439783939927636,0
MT-CYB,0,0.439601339638
NFRKB,-0.142586805234511,-0.296977766271551
DDX46,0,-0.439152938419488
ZNF81,-0.263507588266431,0.175332011344873
POLD2,0.375904189125702,0.0628350924003285
UBR1,-0.4385657959586,0
NEK8,-0.234016826579165,0.204512624549453
RP4-545K15.5,-0.386124366922696,-0.0523385105675113
PSMB7,0,-0.438237517296107
CTA-714B7.5,0,0.438109274140429
EPCAM,0,0.438059173014073
TRIM22,0,0.43802296888625
CDC42SE2,0.323972845809531,0.113779721360457
BMI1,0.172683745943861,0.264880074428737
HMGA1,0.0896627418507502,-0.347862768801717
ATP9A,-0.437467033933072,0
AHSA1,0.0626929417738439,0.374599105337561
ZSCAN31,-0.437225138317492,0
PKP3,0,-0.437175936657435
EZH2,0.303818242428905,0.133176911044439
PICALM,0,0.436808466178632
GPR124,0.230992911055542,0.205367179793067
CTD-2026D20.2,-0.436049801924165,0
GCLM,0.224080612480132,0.211547094723304
MT-ND4,0,0.435495060750619
PARP1,0.435415723555153,0
TUBA1B,0.435360261322947,0
BCL2L15,0.132327323797641,0.302734127773458
XXbac-B476C20.13,-0.434963807852599,0
RP11-318C2.1,-0.0900586577283462,-0.344496076788299
MCTS1,0,-0.434348058948532
BRCA1,0,-0.43430173893672
HK2,0.0965939445957663,0.337540178141339
CAP1,0.362499362193215,0.0712632776365432
EI24,0,0.433662322007082
KIAA1211,0.314126425359182,0.119483538139111
AC005037.3,0,-0.433411288396012
SERBP1,0.263433305735975,0.169907412805952
CHCHD2,0.433069542685062,0
SCCPDH,0.22404022281549,0.208768659722931
CMTM7,0,-0.432362142399457
ZNF385D,-0.146995873810655,-0.285176293937257
URM1,0,-0.4321684485038
BICC1,0.0928899808189114,0.33921601593784
TTLL12,0.431863453501543,0
PTBP1,0.315717207297502,-0.116142450769667
PATL2,-0.377501642583436,0.0539007160225022
TPI1,0.431296185340523,0
USP1,0.431228102894747,0
COX16,0,0.431062449310624
BTAF1,-0.211003880936041,0.219944002769494
HIBADH,0,0.430883316945264
MT-ND5,0,0.430822750324825
STOML2,0.328078824396611,0.102662419779135
TASP1,-0.430607806983455,0
HMMR,0.369518237773121,0.0608707065877246
FAM220A,0,0.430184667816945
MRPL4,0.256456551638263,0.173702888256236
RP11-242J7.1,-0.430090322580645,0
CNBD1,-0.193907642113189,-0.23617559710545
NDUFS7,0.372395267570782,0.0575554270859032
DBR1,0,0.429889673291965
SLC38A7,-0.115804396132659,-0.31405222185705
AKAP9,0,0.428694484558283
CHMP5,0.0733037198348573,0.35537847948296
RP11-420A23.1,-0.121129722969644,-0.307281994921742
RPA1,0,0.428181007636744
HMGCR,0.214663203966366,0.213464576939142
PTPN13,0.372695087771058,0.055140876235433
RPGRIP1,0,0.427720041664694
ATHL1,0.427663004537855,0
DCTN1,0,0.427269715043075
DACT1,0.153985851386367,0.273268846454868
EVPL,0,0.427246645894338
C19orf43,0.427233123184813,0
ZDHHC4,0.0604668638639118,0.366573225132703
DYNLT1,0.250341427109499,0.176582007628617
CCND3,-0.269152150728759,-0.157738624244579
USPL1,-0.0969529961034858,0.329873275529189
CHERP,0.166569079794833,0.259815287568994
SRI,0.113934310085867,0.31242667271233
CKMT2,0,0.426130508758897
SPATA20,-0.0917620534756444,0.334112093832694
CELF1,-0.131238904788665,-0.294619962262325
RP11-396J6.1,0.0910891218530234,0.334749418315861
TUBGCP4,-0.0648279663352484,-0.360939075763862
RABGAP1,-0.42571035376022,0
HNRNPAB,0.313053939021838,0.112519524293279
PLK1S1,-0.267226161715356,0.158106553080737
CD59,0.0680033828083423,0.357279739282352
PNPLA6,0,-0.42525904535417
TIAF1,-0.0905200377257686,-0.334380059859673
WDR41,0,0.42486103216732
PSMB3,0.424568045580239,0
NAP1L1,0.424540037975512,0
TDRKH,0.0807859626236802,0.343747998113131
GDE1,0,0.424241290274296
EPHB4,0.185293362718285,-0.238705527970285
CLIP1,0.247853796234322,0.176134214125658
PTMS,0,-0.423969268470378
PSAT1,0.144479713378799,0.279317388981426
TMEM64,0.295746087964102,0.127846918195681
SGOL2,0.423555565741526,0
UBD,0.268295910228655,0.155214302254208
FBXL20,-0.336014652844653,-0.0874701813352468
FARSB,0,0.423218709786735
LINC01006,-0.422983758884962,0
ANKH,-0.126041485433703,-0.296680778673471
PLCL1,0,0.422664001839438
