# all genes in this table have their expression variance significantly explained by subclone, tumor density, or both using a stepwise regression with a threshold of p<0.05
gene,clone_exp,density_exp
DCDC2,-0.329552951525243,-0.0929178054935964
METAP2,0.207682814098836,-0.214647866901087
STEAP2,0.230135901701778,0.192031309507106
UBR5,-0.422163123407937,0
C8orf37,-0.422124811647522,0
RPS15,0.422078643364929,0
CSMD3,-0.122293311175737,-0.299725799750727
ARL3,0,0.421945971790581
RP11-467H10.2,0.111782621868572,-0.310081165983639
ISM2,-0.16348609801552,-0.258345396032811
MT-CO2,0,-0.421655879592404
APEX2,0.101986746955157,0.319561094964024
LRRC57,0.107456044675189,0.313773395576109
YWHAG,0.354002881251286,0.0670919942374974
CXADR,0.0649620473328272,0.356114720657464
RPS14,0.335814266749961,0.0852090816804623
PKNOX1,0,-0.420911447646311
NCOA6,-0.237185334944155,0.183720012820829
FGFR2,-0.420815224230222,0
CYP27A1,0,0.420770628816512
ACADM,0,0.420612965208978
KIF2A,0.3032961235883,0.117238525516464
TMBIM6,0.216123925825418,0.203980099502488
PARP14,-0.420038343749222,0
FAM83D,0.126264777806283,0.293543778552381
FYB,0.0981195073550257,0.321563192322634
CAT,0,0.419464810860895
TCF24,-0.419360134247775,0
ADAP1,0,-0.4193024930796
PRPF31,0.103023564127785,0.31627842712819
BRCC3,0,0.419265102761055
FAM107B,0.180570819522054,0.238614678026743
PTPRK,-0.419012709669708,0
RP11-304L19.5,0.189981869545052,-0.229000295146941
ZNF839,0.0913106916206815,0.327281631334219
ARAF,-0.0610257029810626,-0.357523634057205
TMED8,0,0.418497135399385
NAMPT,0.283610577057037,0.13482775595122
UCHL5,0.287149017573439,0.131022631476558
AC010148.1,-0.418132564030397,0
RAB22A,0,0.417962988270665
FAM76B,0,0.417880910389651
TGFBI,0.293761906201808,0.124081521574794
PPP2R4,0,-0.417692217845121
RBM8A,0.322261136504329,0.0954266767297304
ING2,0.235893686394625,0.181752791226163
PLA2G7,0,0.417248064826499
LIN7A,0.190584285447828,0.226618462356588
RPS10,0.0771215600051398,-0.3400570309387
MGLL,0.0795929826770992,0.337484322276274
SULT1A2,-0.416720749504934,0
CD9,0.104531888939184,0.312160990617064
UBN1,0,0.416557189473238
SEMA6A,-0.416550645585795,0
LARGE,-0.332336583604189,0.0834621403635488
VPS18,0,-0.415748605387828
LRIG1,-0.323583191336394,-0.092144219828245
CACNB4,-0.0907288659860387,-0.324957864352273
CCDC101,0,0.415629437653174
GPI,0.35852719050014,0.0570431909121942
KCTD20,0,0.415413152931274
ZNF385C,-0.415202715929238,0
SULT1B1,0.299818084909158,0.115272756766778
RP3-395M20.12,0,-0.414798013149961
MCOLN1,0,-0.414750322102058
NGEF,-0.109124560429391,0.305342149984016
RP4-678D15.1,0,0.414286850033857
PPA2,0.226322396851838,0.187791217015524
NACA,0.234694220869767,0.179411357884388
IFI27,0,0.41406053837331
AP000769.1,-0.41379209198639,0
IFT81,-0.209303196102041,-0.204256062487133
MCM4,0.413557526072166,0
CEACAM5,0.0551584246734362,0.35835868861273
PDCD11,0,-0.413334880752046
CTTNBP2,0.306298293752168,0.106317217018324
RP11-678G14.2,0,0.412376412307224
TACSTD2,0.224139349561007,-0.188214760052186
LMNB2,0.313591385331781,0.0985229918509895
NOM1,0.344715454836063,0.0672345129607846
PTPRJ,-0.192763463999069,-0.219102593928114
RAB4B,-0.268526144736549,-0.143319309336717
TG,0.290114126299772,0.121582551356835
RAB2B,-0.303362555825988,0.108181735323208
LINC00658,-0.213433736273468,-0.19784748051718
RP11-782C8.2,-0.410982045970208,0
NPSR1,-0.410887233073204,0
OST4,0.247508031639554,0.163240619280648
CCAR1,0,-0.410564746865569
RP11-395B7.7,0.410406976744186,0
RPL36,0.203163826766063,-0.207187019287658
NEK3,0,0.410344099298154
EPSTI1,-0.349568616683045,0.0606122463726227
C10orf2,0.100178250976172,0.309970331582887
NDUFA6,0.113153615211409,0.296810107580685
MPG,0.159103726592709,0.25085524205123
PRKCA,-0.313197009620854,-0.0967094697602185
NANS,0.3378891448809,0.0720006093032998
GAR1,0.187350273992532,0.222426167499151
POFUT1,-0.323379091177145,0.0860334829472856
KIAA1377,-0.215368716214263,-0.194013239672766
RP11-211G23.2,-0.352976651359853,-0.0563311178062449
SYNJ2,0,0.409147172978076
POP5,0.0806481912556255,0.328443584109949
UBA2,0.0584152808525974,0.350378417340267
ACAT2,0.281218553013088,0.127033136352642
ARHGAP32,-0.408076096962258,0
HDLBP,0,0.407993557207874
VAMP7,-0.113165670584146,0.294755748086942
SLFN5,-0.407775020678247,0
PATL1,0,0.407698953633484
HAPLN3,0,0.407553443868331
DYRK1A,0,0.407351521322789
RP11-515E23.1,-0.252398131621919,-0.154847529715566
DDX42,0,0.406751519441422
KIF22,0.304703993601769,0.10178950525443
RP11-1035H13.3,0.0828863031555425,0.323471637361911
U91319.1,-0.302411809749722,0.103905300914864
ID1,0.265681213508966,0.140561529027816
FGF10,0,0.406151852738617
ZC3H15,0.201923899624754,0.204124038966912
WDFY3-AS2,-0.13832091216001,-0.267700171985477
KIF26B,0,-0.405896155516216
TOR3A,0.405732045815176,0
HMHA1,0,-0.405711168133528
ZNF548,0,0.405523933160242
NUS1,-0.120836094690242,-0.284539935848156
PLCG2,0,0.405287018317711
MTMR3,-0.40526381181148,0
TMCC1-AS1,0,0.405114916041288
MAN1A2,0,-0.404914918556243
PCBP1,0.104488478313129,0.300140801538514
RALB,0,0.404619801619634
LTV1,0,0.404591337571348
ZBTB8OS,0.148059585609918,0.256373405358079
TAF1D,0,0.404285981158763
L3HYPDH,0,0.404210526315789
RPLP0,0.243660236640401,0.160530167103512
PNKP,0.404111310759606,0
PMPCB,0.106068538705123,0.297981968059562
PIGZ,0,0.404002293924119
FAM157C,-0.0921630690731809,-0.311724235325902
GALNT1,0.15636973676035,0.24751292725528
HJURP,0.403690517786823,0
LOH12CR1,-0.0811100695060258,0.322514716190766
RP4-816N1.6,0,0.403381609509496
PARD3,-0.30131176268905,0.101918754523867
TSPYL1,0.201573913573205,0.201535147229037
MRPS33,0.126837265140341,0.276161515010333
ZMYM2,-0.402928328749393,0
TOP2A,0.40283669980371,0
RPH3AL,0,0.402673293473182
NPM2,-0.402623134552393,0
TMEM70,0.135750688873174,0.266778837165825
ANKRD24,-0.402415163558545,0
RP1-102H19.8,-0.335422546634225,0.0667250608272506
NEAT1,-0.4021114733737,0
RP11-169E6.1,-0.401604178324939,0
INADL,-0.131546440597661,-0.269833212063782
DMBT1,0,-0.401324261469565
HNRNPDL,0.153248435139219,0.247960284912584
PPP1R21,-0.313972294893112,-0.0871729100577142
LSM4,0,-0.401082523411046
TTC17,-0.161671190751884,0.239317780604013
ARPC1A,0.328029530032166,0.0727752250216876
RPS7,0,0.400586135533425
RHOC,0.400488132142692,0
CTD-2377D24.8,-0.308500972626525,-0.0919787382067802
RAET1E,0.101092592503105,0.299382909939644
SKA1,0,-0.400439881615753
MICU1,0,0.400421515736178
CXCL11,0.0660705763075654,0.334135970080434
PRMT1,0.170703229250067,-0.22943354683747
KAT6A,-0.400117003748896,0
FTX,-0.400076736344251,0
LINC00609,-0.399797908544084,0
RP11-328K4.1,0,0.399728745046938
C11orf74,-0.399567793136853,0
NUF2,0.300863708784055,0.0986887691377476
NUDT5,0.126510431678602,0.272982580611785
ELTD1,0.134540652571281,0.264810230429338
LANCL1,-0.200739827373613,-0.198238506253303
PTMA,0,-0.39879638795906
BAG2,0.233735798883594,0.164979926241472
RBM39,-0.258284100374557,0.140411846801375
PPP1CA,0,-0.398637776558786
SPP1,0,0.398451993078398
ZEB1,0.193214737881161,0.204920495268342
SLC30A4,0.148767560093497,0.249211059743118
EIF4EBP2,0,0.39797757679235
DGAT1,0,0.397964568413117
IRX3,0.0968943270300334,0.300569521690768
RPL13A,0.3974408091334,0
MBNL2,-0.397220114829489,0
PELI1,-0.245574947904226,-0.151473095518528
SDCBP2-AS1,-0.396935663455487,0
MXRA8,0.111273478401793,0.285580868982415
PPA1,0.0596326819345692,0.337083939545446
BCAR1,0.24208467221071,0.154599275339052
BRE,-0.39666312678327,0
AK9,0,0.396535854070452
CCSAP,0,-0.396513605136483
ASB8,0,0.396373363284367
ABLIM3,0.104401307145021,0.291716335906872
GLIPR2,0,0.396038354781731
HNF4A,-0.395688456189152,0
SNRPD2,0.339484753208977,0.0560748791541697
USP32,-0.183255451713396,-0.212266355140187
IFIT1,-0.326985662253435,0.0684553221612453
VAMP2,0,0.395415164397568
C9orf116,0,-0.395345312473687
ARHGAP5,0,0.395309959994005
C16orf13,0.281317452329028,-0.113862327349997
PHF2,0,0.395143175279496
DUSP23,0.395122894361602,0
SSRP1,0.292188705810631,0.102919225958782
C1orf109,0.255465415224246,0.139577217294317
PCDH11X,0,-0.394635545889872
C1orf43,0.394620270053904,0
ALG11,-0.125293906875655,-0.269133697224264
NRD1,0.0608202784030872,0.333489341663987
UBE2N,0.0895977832177343,0.304348565211478
RP13-941N14.1,0,-0.393868802897641
GLRX2,0.108699156845991,0.28512469973722
RP5-1136G13.2,0.17126278483072,0.222476672944457
C9orf152,0.176348582074105,0.217275926309253
AC018890.6,0,0.393344496410493
RPL28,0.208037242464241,-0.185287336144298
USP47,-0.307440512783633,-0.0858095991500003
DGAT2,0,0.393115471197175
RP11-243A14.1,-0.180883156222068,-0.21222936736518
ORMDL3,-0.0966875411997363,0.296324983520106
MTHFS,0.0810094937650665,0.311695655316381
KCNH8,-0.333772129714209,-0.0587719830140813
ALDH9A1,0.0654562597459112,0.327003275834975
ATF4,0.392452689614066,0
CAMKMT,-0.239575400405385,-0.15272228796382
PSMG3,0.266203248577717,0.125896656920511
ZC3H4,0,0.392082882452899
CORO1A,0.0740846213539701,0.317824876656154
CTBP2,-0.314479954544027,-0.0769182449197525
DECR1,-0.391247216482436,0
DCN,0.200127532250944,0.191059253445823
PIK3CA,0,0.391157962242976
TSPEAR,-0.121478289691747,-0.269626437839895
FNDC3B,-0.238643615193552,0.152436210840476
PLA2R1,-0.317355423667768,0.0735839897273681
PSMA4,0.223229952649883,0.167674262262855
CXCL3,0.285728320348957,0.105021171246402
CENPE,0.390746661651307,0
KPNA2,0.317212354165725,0.0735070775454315
NSUN2,0,-0.390590153170389
ATP6V0B,0.0857215698192781,-0.304602957634699
DAB2,0.0876157066741952,0.302570325029884
BLOC1S4,0.320469628085008,0.0697042127984528
NDUFS6,0.314838642402665,-0.0749985568964522
SSH2,-0.389777946812557,0
VPS26A,0.0586030092474847,0.331154562194167
DAPK2,-0.28636570500522,0.10335257846033
TESC,0.267213963847309,-0.122437457916818
NOC4L,0.108682412123897,-0.280891100072769
MCF2L,-0.389512339179785,0
MRPS7,0,-0.389402394921661
GLCCI1,0.060327141974764,0.329066663725404
HNRNPA2B1,0.313570953667744,0.0757803605110045
SLC25A25,0.0881817568934133,0.300765185734511
SRRM1,0.0578609586922414,0.331008268239871
CD97,-0.117778543161801,-0.270765532414404
SLC35B4,0,-0.388492629576795
WRAP53,-0.115340467795259,-0.273144043274154
ALDH2,0.301015969341166,0.0874610832692211
CASK,-0.0780144311087186,0.310372326779299
STARD3,-0.0709428586320124,0.317441234211852
ZFYVE28,0,0.388347713739311
LGALS9,0,0.388331329201739
C14orf119,0,0.388183038942258
LATS2,-0.272080826584192,0.115854155818899
FBXL4,-0.172707188841477,-0.215226477885916
RP11-361F15.2,-0.387829071343229,0
MAP7,-0.314380318296721,0.0734147470359953
SSU72,0.311250501186207,0.0765020134611088
DDX20,0.176841234473972,0.210208986226594
IPO5,0.136207499591434,0.250683870731249
REG4,0,-0.386888484467355
ABTB1,-0.141277447211837,-0.245476602277192
EIF3C,0,-0.386752423064898
AHRR,-0.386602842361896,0
TNFAIP8L1,0.284137783427593,0.102406864525502
MRPL9,0.308609695077218,0.0775192340249431
ZNF571,-0.386058905833632,0
DHRS4L2,0,0.386034948485645
CCSER1,-0.385914664874853,0
MRPL19,0.258480099517294,0.127289284630173
ZNF697,-0.116131619949709,-0.269271709115592
SMPD1,0.0891113298291905,0.296281559971799
BUD31,0.11217937959442,0.273121352635693
TAC1,0.313790398571281,0.0711843669677699
RP11-395P17.3,0,-0.384815012961064
BTG3,0,0.384573947110676
C1R,0.11189709216765,-0.272627455181226
DALRD3,0,0.384450046089794
NT5DC2,0.159604798364683,0.224640929548674
MUC17,0.130732747233844,-0.253494172794908
CNTD2,-0.252953364732136,-0.130925359039729
TMUB1,0.0858542581684246,-0.29799776582429
MT-CO1,0,0.38384056280239
RP11-661A12.7,0,-0.383799492226022
SYNE2,-0.383541236421296,0
MPHOSPH8,-0.162095990573857,-0.221430192730955
TSTA3,0.108973798953229,0.274543129670958
FAM83G,0,-0.383444421417159
KLF12,0.0745046300906104,0.308896744000797
RP11-666A8.8,-0.16614917580516,-0.216569925540646
KCNAB1,-0.174636603987084,-0.207875211626951
RNVU1-13,-0.154626010157628,-0.227835021397308
ZNF98,0,-0.382418193356865
ANXA2,0.124612530392597,0.257395051912285
EIF2AK3,-0.213262876154505,-0.168670244928487
SPIRE2,-0.38180927148261,0
PLSCR2,0,-0.381769062898031
RP11-206L10.11,0.107884917101302,0.273820124666073
AP1S1,0.233434026880331,-0.148132592401137
NAPRT1,0.0691946794189154,0.312247583837328
OTOA,-0.381344907129035,0
NFE2L3,0.196328291225337,0.184841121278006
NPRL3,-0.230107982793875,-0.151045976461255
ACAP2,0,0.381129809029129
REEP6,-0.132158255204584,-0.248969678528834
FAM76A,-0.381039925075445,0
HSDL2,0,0.380646773160944
CUL1,0.306870154921205,0.0737725800385787
LINC00365,0.079383500893015,0.301236178041275
S100A14,0.38054394441127,0
MECOM,-0.380537315745637,0
C11orf63,-0.124262785821197,0.256137944337874
EPB41L1,-0.280489730703849,0.0998875997436159
MEF2C-AS1,0,-0.380304318569484
ARHGAP23,-0.380265641384131,0
RNF187,0.213311500796507,-0.166841200027925
ARF1,0.217100884868502,0.16302284883291
GABPB1,-0.130958557909859,0.249157286515525
CXCL2,0.222643450053734,-0.157279146585088
PTTG1,0.379862065038683,0
TM7SF3,0,0.379818761923558
CTB-131B5.5,-0.194357749376667,0.185389895326603
ILF3-AS1,0,-0.379624936644703
ZNF587B,0,-0.3796190496158
FRA10AC1,-0.104248510549731,-0.275246940881616
SEC23B,-0.379438835631708,0
NUP98,-0.0911191361684544,-0.287957024021272
C19orf24,0.314169632780623,0.0648736869519924
NDUFAB1,0.379027853631895,0
TEAD1,-0.121965598833643,-0.256877444848987
POLB,-0.177583707073404,-0.201191011311904
APBA1,0.228413304638639,0.150306144099906
APOC1,0,-0.378684763352275
PPP6R2,-0.319443808127548,-0.0591240207082971
PDLIM1,0,0.378403426107485
TMCC3,0.149057412645035,0.229241364719507
BTN2A1,0.103043080860399,0.275154469563098
RPS12,0.0701928638385289,-0.307935938092104
NR0B2,-0.240310026644966,-0.137805662383346
UTP23,0,0.377864024425613
TEX10,-0.10334431630972,-0.274406919275124
GBAS,0.377712802157639,0
TARBP2,0,-0.377651362816704
RNGTT,-0.23598610390129,0.141612426626203
ZBED4,0,0.377482520731226
RP11-10N23.5,-0.307844488867443,-0.0696284552285104
ACP6,-0.0651395495620314,0.312221555134777
NELFCD,-0.0866555823489594,0.290588960473357
AC002064.5,0,-0.377243063414136
MAP3K14-AS1,-0.377187144233295,0
HLA-DOA,0,0.377138737584108
SYT17,0,0.377032328979039
AC074389.9,0.220077810281987,0.156780524649914
PSMG2,0,0.376767772213298
RPL24,0.376714453660767,0
CAPNS1,0.18002738607154,0.196595158590979
HEATR6,-0.159045922984848,0.217417452485914
AC097499.1,-0.376306306306306,0
MDH2,0.376254448289025,0
UBA1,0.147463716230099,0.228738738177811
NUP210,0,-0.376190108589368
PRR5,-0.111468752130426,-0.264693851712619
IL21R,0,0.375819436105427
CCNT2,-0.131979032994758,0.243723310930828
DFFA,0,-0.375696036685228
CLEC2L,0,0.375622563880468
HDAC8,-0.375488496958576,0
RPL35,0.0940171576658425,-0.281299335736201
RBM6,-0.375208197552321,0
TAF7,0.0832488193431848,0.291884480619818
CD247,0,0.375003017559784
RIMKLA,0.155671868153532,0.219213722051913
COX6A1,0.181829597246768,0.192972746721235
SMS,0.0588117348700602,0.315902820839383
ZMAT2,0.374577693127452,0
EP300,0,0.3744078457834
PDZD8,-0.177598508771509,-0.196775553819835
LPIN2,0,0.374370421245421
PLAGL2,0,0.374352193160154
GPATCH2L,-0.200495310109467,-0.173708537222716
XRN2,-0.226552134286324,0.147514669038297
SLFN12L,0.120459451125501,0.253476719087265
PVRL1,-0.0879064570913903,-0.285929737168093
CBR1,0,0.373737661081558
CARF,-0.373574853489611,0
S100A10,0.281875984888626,0.0916832391739666
CDS2,-0.266496239249263,0.106990307475897
SLC48A1,0.153511015760376,0.219968644277581
LA16c-444G7.1,0,0.373345174528926
ALCAM,0.37333579199705,0
KRT20,0,0.373325733827301
WDR63,0,-0.37327585923449
GSTCD,0,-0.372831016071634
TCOF1,0.308189809536162,-0.0645029530702833
CHD6,-0.372531502727102,0
ZNF624,-0.372520699744755,0
RPS27A,0.14788127332982,-0.224406691551808
ARHGAP18,0.1100849279648,0.262176698737866
REPS2,-0.372257340045674,0
HSPA8,0.216608876560333,0.155570966250578
LGALS1,0,0.372064586054526
SNRPG,0.180768689286217,0.19127732748738
ELF5,-0.371976513261233,0
NOL11,0,0.371935955843093
RP6-114E22.1,-0.200838126540674,0.171087373322377
SLC35E4,-0.161567441576492,0.210328220341114
SNX3,0,0.371720577389105
ERC1,-0.255650929899857,-0.116022889842632
DLGAP5,0.2714928653665,0.0997592715347312
AC083843.1,0,0.371248912678914
ABTB2,-0.101254781807878,0.269716102295268
NCL,0,-0.37086536185481
DNMT1,0.209000106698255,-0.161785040033621
SLC1A3,0,0.37073229400003
RP11-776H12.1,-0.100886915079116,-0.269748997575471
SLC39A8,0.081668617547581,0.288897439711313
HELZ,-0.370533705337053,0
CRISPLD2,0.275569414316703,0.0947758496023138
SDC4,-0.0970075851290437,0.273312052329546
RBM28,0.307072226847723,0.0632021898108428
TRIQK,-0.182900560795857,0.187332137255323
LYPD8,0,-0.370028635062043
MICU2,-0.369997102102586,0
SOGA1,0,0.36999280202213
LURAP1L,0.0773351598504917,0.292652502086584
EIF3G,0.192352775693923,0.17740763315829
SLC25A39,0.147769118780509,0.221953412691616
FCGRT,0,0.369703521459281
BAG3,0,0.369398594062208
BCL2L2,0.142073028520676,0.227226111098687
SREK1,0,-0.369226516685067
RP11-739N20.2,0.117086983159742,0.252090543292875
TRABD2A,0.273348643028931,0.0958231313937433
KIAA0020,0.0719947417488756,-0.297171154513787
YTHDF3,-0.259684669312298,0.10938094170185
BCAS3,-0.368952363230368,0
ZNF529,0,0.368948419393641
PLEKHB2,0.0610831489302165,0.307834769898047
PDE9A,0.368847200407053,0
LDLRAD4,0.368809498342069,0
AC004448.5,0.111466316791791,0.257314694010433
KRT8,-0.145579596171425,0.223152591815884
DNAJC30,-0.0616013236904864,-0.307121050873527
ABCF2,0.368681929106568,0
ASUN,0.256998174947947,0.111413858399952
PTPRA,-0.195713917454589,0.172651653946363
PPFIBP2,0,0.368283668565434
SRFBP1,0,0.368153084113379
MBD2,0.0998963740467129,0.268176326483833
DNAJA1,0.367975626269465,0
SEPT9,-0.30527024065991,-0.0625296922477298
TBC1D12,-0.0779344298981761,0.289862369922793
ANTXR1,0.222108861595138,0.145638911522543
NDUFB4,0,0.367687498039544
GAS6-AS1,0.152310516357804,0.215367314463281
ARHGEF2,0,0.367433645861962
ZNF295-AS1,0,-0.367353440951572
CTD-2545M3.8,-0.0663722732293249,-0.30091553914124
C21orf59,0.13807449623448,0.228992468959902
DIAPH3,0.276358328585238,0.090683277529881
MYL12A,0.0948995606899962,0.271454882934276
DNAJC5,-0.099167309775031,-0.266992652351831
ACTB,0.366064939972675,0
LAMB3,0,0.366016450799922
SLC7A5,0,0.365994964337743
GDPD1,-0.300285275010442,-0.0656665748335896
STXBP6,-0.0780365900687834,0.2878902428662
ADAM19,0.159307662531566,0.206602643269248
FAAH,0,0.365851944263851
SQLE,0.205540277300332,0.160192506015813
DCTN2,0.149005445875927,0.216529349056682
ENSA,0.365503730805796,0
RNF43,-0.365476373710943,0
RP1-71H24.1,0,0.36538840370346
SERPINB6,0.365315063963461,0
TIMM44,-0.0877265297420226,-0.277464288252434
DVL1,0,0.36514307084675
RPL37A,0,-0.365068622939282
NBPF10,0,-0.364971289991916
PARD3B,0,0.364918927421064
AC074363.1,0.130722369378811,0.234165229498839
IDNK,0.116305322814099,0.248412431451695
CASC9,-0.364673432254625,0
WNT5B,0.235117980010044,0.129538237304263
EDA2R,-0.36456541760522,0
ATP5B,0.36449189054068,0
MRPS23,0,0.364388007982981
NBEA,-0.26780846016308,-0.0964345015318331
CBX7,0,0.3641964290968
ADAL,-0.166536789971078,-0.197555528824782
RP11-529K1.3,-0.083741861065157,-0.280328441118885
MYO16-AS1,-0.264470867510227,0.0995810460425454
ZNRD1,0,0.363924914536705
NKD1,-0.143252666484221,-0.220594036884736
ALDH4A1,0,-0.363803033752145
TBC1D17,0,0.363671066177746
INTS1,0,-0.363619203422891
AC004951.6,-0.363599348534202,0
KCNJ14,0,-0.363506257599944
ITM2A,0.121582601129947,0.241868565209862
SAP18,0,0.363266706878263
AVPI1,-0.0892957131604172,-0.273736424691639
RP11-387D10.2,-0.362925093855602,0
SPATA7,-0.362736044326975,0
SRGN,0.243914263979514,0.118717388276387
DIP2C,-0.362574229367134,0
SHCBP1,0.168510322257311,0.194009528237518
RP5-991G20.4,0,0.362401745799699
NDUFA8,0.187651331719128,0.174697336561743
PPP1R14A,0,0.362159131552746
AC074212.6,0,-0.361987738429099
CAMK1D,-0.361832369164537,0
CTB-118N6.3,0.0662744981912365,0.295531221399121
JUP,-0.21819538453339,0.143580450887385
CHKA,-0.361772805996423,0
DRG1,0,-0.361740243122201
MTSS1L,0.152533031996925,0.208964140658648
RP11-483P21.2,0,-0.361455952647836
SLC9B2,0,-0.361371206481355
C1orf35,0.361278869905794,0
RMDN1,-0.36116785530827,0
CASP2,0,0.361073836129946
POGK,0.0688756673586707,0.292161024320657
CCT5,0.361024673895961,0
SNX7,0.156183148015051,0.204743584323342
WWP1,-0.360920899536498,0
TNS4,0.290320192202129,0.0705975167934312
SETDB2,-0.112091511108978,0.248812323048131
MS4A8,-0.360832224507076,0
BBS1,0,0.360716290118381
HNRNPD,0.1849912279931,0.175428422473911
EAF1,0,0.360397658351353
WDFY4,0.107544623532707,0.252524635245589
RHOBTB2,0.1087494364602,0.251300265001155
GLUL,0.194492817545114,0.165542467357663
FLRT1,0.0631499871743193,0.296775257429734
CPLX2,-0.135584354583885,-0.224326401639694
RBM10,0,-0.359837771492609
RP11-60A8.1,-0.359780727062897,0
TUFM,0.228545676945857,0.131204532286101
AP001347.6,0,-0.359731663154145
STK32A,0,-0.359643014182234
FKBP7,0.0693149956699564,0.290267262297753
ARRB2,0,0.359340827017954
SPC25,0.106541696948433,0.252361977796156
RGN,-0.358823881669561,0
NF1,-0.358812197162817,0
MIS12,0,-0.3587335558316
IGFBP1,0,-0.358687952923228
TMEM25,-0.358531229668185,0
CDKN2C,0,0.358422608423611
MAD2L1,0.295831946447724,0.0625392950922741
WDR43,0,-0.358317749536928
CDCA5,0.146239798080289,0.21207557250502
ATP6V0A1,-0.358232837684892,0
LINC00910,0,0.358197500601368
MLEC,0.358143418996821,0
DAGLB,0,-0.358110749010062
KCTD12,0.127553328610084,0.230454712294389
NHLRC3,-0.0618105324951691,0.296008470163987
FAM168A,-0.140409754670432,-0.217389958957019
TRNP1,0,0.357550996240045
SMYD2,0,0.357516986394668
SERTAD4-AS1,0.111935696292502,0.245476685725037
RP11-22P4.1,-0.279235099529917,0.0780062097382624
RP11-282K24.3,0.133387373558808,0.223821391305848
ZMYND19,0.132291770105811,0.224730506548387
BEST1,0,0.356995613539525
NUDCD2,0.132774721661289,0.223970785073772
LSM5,0.356627540951521,0
HIATL1,0,0.356588387981487
RAB6A,0,0.356496173231286
EDA,-0.356486867257879,0
CD96,-0.0726907870654617,-0.283746950192431
MFSD6,-0.356422489978397,0
KIF24,0,0.356374981304463
NAA50,0.156866446436999,0.199433695139217
AP000350.10,-0.213193942630934,-0.143092777027239
AATF,-0.356138058267353,0
MUC13,-0.355912850984504,0
RP11-220I1.1,0,0.355834325832132
HS6ST2,-0.0841292825782258,0.271685555957785
PMS1,0,0.355811753879189
KATNAL1,-0.355802913733835,0
SBF2,-0.355749543162854,0
PSMB10,0.132845870964464,0.222777597573891
DTX2,0.199673826081605,0.155901901655487
WDR77,0.278145718781493,0.077346581566804
BBS9,-0.120706557937302,0.234750157780644
PDIA2,-0.221596515069717,-0.133821695180297
C1orf51,-0.290523690773067,-0.0648006848550266
AKR1C2,-0.295312528465504,0.0599812095139198
RP11-124N2.1,-0.18174690017964,0.173537276839266
TIMELESS,0.355221189848842,0
BLOC1S6,0,0.355193818993548
KB-208E9.1,-0.354995398302485,0
RPL32,0.189420839965716,-0.165522000957289
SSBP1,0.269569646427404,0.0853561192917905
DUSP7,0.0774671807582851,0.277301937023777
FZD7,0,0.354763472725277
CNTNAP2,0.354649552880622,0
HEXIM1,0,0.35421786728799
FHL2,0.354216892085155,0
AP000688.8,-0.28788224873913,0.0661994242355025
NSRP1,-0.354068716094033,0
CALU,0,0.35403453861571
RHOBTB3,0.353983384930622,0
RP11-345L23.1,-0.353806148748159,0
TRPC4AP,-0.353775137192817,0
LARP1,0.0979961031059632,0.255704791023281
DNM3,0.238766437384989,0.114918343893726
BTBD9,-0.214354295911473,0.139020266447698
CUX1,0,-0.353347589695029
ETV1,0,0.353282770514016
RALGAPB,-0.099460902242436,0.253797390556131
EIF5,0,0.353216572021595
TAF15,-0.128029879957578,-0.225185853131196
TCF25,0,-0.353182983432902
RPL3,0.126496253284458,0.226611412073831
PREX1,0,-0.353060795175654
PRSS23,0.230378385496686,0.122646064703042
MYLK,0,0.352945835223305
GAS2L3,0,0.35285047507918
RP11-849H4.2,-0.0860520364140867,0.266704677195583
AC022182.1,-0.124012087721376,-0.228545534181971
RP11-452L6.1,0,0.352540329210589
PLOD3,0.140281551000247,0.212109986004775
NMNAT3,-0.147255506164166,0.20504859785565
SHMT2,0.352235843493353,0
ATP10D,-0.0899043822008987,-0.262192114065615
EPB41L5,0,0.35209148562947
FASN,0.0703177116869406,0.281410066767601
FERMT1,-0.22665953388845,0.12506396241336
FAM189A2,0,-0.351649080894552
AC015849.13,0,-0.351504545384151
RPL7A,0.351471156387889,0
FAM171A1,-0.156762169093752,-0.194687933669436
RP11-757G1.6,-0.271920561504291,-0.0795264947517371
MITF,0.163513726195562,0.1878364098298
LMBR1L,-0.11080452729323,-0.240534031267837
XPNPEP3,-0.150527708120918,-0.200804651547301
HADH,0.276999621838458,0.0742086413619747
SVOP,0,-0.351117638742715
TPX2,0.178324088357895,0.172777103095152
SULT2A1,-0.351090066094505,0
UHRF2,0,-0.351023411077437
SFN,0,-0.350988689537432
HIST1H3B,0.0706832220769,0.280292607250636
ROBO1,-0.350928219227885,0
EFCAB13,-0.188519167501073,0.162402255280599
TSR2,0,0.350904219351362
CCBL1,0,-0.350636813939317
PRPF8,0,0.350595632031767
PGAP1,-0.219301043231584,0.131260018967847
ARIH2,0.121129885522664,0.22938829787234
ATP5G3,0.243258368233001,0.107208088113204
CHKB-AS1,0,-0.350359145137148
FDX1,0,0.350330019683206
HLA-A,-0.121086543403937,-0.229128764692458
DPY19L1,0.132004577067593,0.218076170844729
DDX24,0,-0.349896711518062
VASH1,0.0713269311900693,0.278543285972728
RPE,-0.0807291291810012,0.268927562100253
C4orf21,0.0970215313290071,0.252612608022824
RP11-174G6.5,-0.169460718470464,-0.180029150352948
PCNA,0,0.349357063303671
