gene,clone1_exp,clone2_exp,log2_fc,fdr
Copb2,0.0793391605033138,0.225349301397206,-1.50605794022161,2.31630481084288e-83
Rab6a,0.0692536739986553,0.187225548902196,-1.43481480414261,3.9212378202299e-83
Myo5a,0.082412832580924,0.254890219560878,-1.62893511307123,6.61972749958845e-83
Asun,0.041206416290462,0.161477045908184,-1.97038819579848,8.46360083621846e-83
Mtch1,0.0898088560176736,0.240518962075848,-1.42122101721038,1.41026705002901e-82
Frmd4a,0.157909902987225,0.43872255489022,-1.4742072281356,1.47827613460319e-82
Set,0.0956680434156181,0.265269461077844,-1.47134959807615,1.93768490274607e-82
Lad1,0.00749207568917491,0.081437125748503,-3.4422492639773,2.20947916435788e-82
Qdpr,0.073095764095668,0.215968063872255,-1.56295828119132,3.57178562614551e-82
Adarb1,0.0185380847180866,0.103792415169661,-2.48513691662843,4.30873384040497e-82
Enpp2,0.0776102199596581,0.0167664670658683,2.21066791910498,4.62154295646529e-82
Htatsf1,0.0775141677072327,0.230538922155689,-1.57247841389369,7.70228578508574e-82
Srsf11,0.144750744404956,0.34810379241517,-1.26594676404715,1.23652771955645e-81
Tgif1,0.0245893766208818,0.111776447105788,-2.18450915781302,1.30275648848943e-81
Cebpz,0.0717510325617136,0.209580838323353,-1.5464353206323,2.37175518122347e-81
Anapc4,0.0532129478436269,0.172055888223553,-1.69302803390796,7.09860836964608e-81
Ankrd17,0.0876957064643166,0.253493013972056,-1.53136787254336,8.71058129775848e-81
Tmpo,0.0828930938430506,0.20938123752495,-1.33680835426637,1.65208913949071e-80
Pnisr,0.0979732974738258,0.2812375249501,-1.52132860031883,1.76421626490364e-80
G3bp2,0.0760733839208529,0.236327345309381,-1.63532288641739,8.31075628836389e-80
Cenpb,0.0827970415906253,0.232734530938124,-1.49103415497945,1.36385996175402e-79
Hmgcll1,0.0246854288733071,0.127944111776447,-2.37378213829292,1.54197404689838e-79
Purb,0.125060032657766,0.288223552894212,-1.20456743458959,1.65994215972189e-79
Actr3b,0.000768418019402555,0.0255489021956088,-5.05522614086805,1.66023596911187e-79
Msx3,0.0213236000384209,0.00119760479041916,4.1542272247609,1.69971162260983e-79
Camk2d,0.0948996253962155,0.302794411177645,-1.67386427953041,2.03413421207298e-79
Klra5,0.000288156757275958,0.0221556886227545,-6.264679506497,2.58093259493845e-79
Ppp1cb,0.0779944289693593,0.239321357285429,-1.6175061670971,2.84308384549345e-79
Dpysl3,0.0876957064643166,0.25688622754491,-1.55055142910453,4.01001239601869e-79
Cnot6,0.0827970415906253,0.234331337325349,-1.50089877488901,6.12205235046985e-79
Ddx46,0.0839496686197291,0.242315369261477,-1.52928937762314,1.3151620266558e-78
Tshz1,0.0266064739218135,0.14810379241517,-2.47675935143967,2.45189800284457e-78
Myo1e,0.0656997406589185,0.216566866267465,-1.720852953314,9.16819116678813e-78
Ivns1abp,0.0866391316876381,0.250299401197605,-1.53056415041471,1.03515102377403e-77
Kpnb1,0.170396695802517,0.379640718562874,-1.15573737742755,1.56084511358321e-77
Med13,0.0554221496494093,0.172255489021956,-1.63601538140153,2.53365298511337e-77
Tnks2,0.142637594851599,0.327944111776447,-1.20109569013,2.68228366318728e-77
Hbegf,0.0504274325232927,0.186626746506986,-1.88787508308957,5.55146196780069e-77
Ran,0.0978772452214004,0.252894211576846,-1.36948861384305,1.02479274220339e-76
Rrm1,0.0443761406204976,0.150499001996008,-1.76189781272066,1.04681589542923e-76
Rnf38,0.0190183459802132,0.105788423153693,-2.475718070239,1.0595589959458e-76
Arcn1,0.0462971856690039,0.16187624750499,-1.80589490885536,1.15886149485169e-76
Neto2,0.00729997118432427,0.0612774451097804,-3.06939347279465,1.16314637642461e-76
Esf1,0.0609931802900778,0.189421157684631,-1.63487763622963,1.24392575752496e-76
Zfhx3,0.100662760541735,0.269860279441118,-1.42268257561279,1.38446212488215e-76
Tpd52,0.0570550379406397,0.179041916167665,-1.64987119498655,1.58425701859373e-76
Sptan1,0.108923254250312,0.250499001996008,-1.20149286476396,3.51880211284521e-76
F2r,0.0385169532225531,0.1375249500998,-1.83612788711742,4.41282908140226e-76
Rest,0.0437037748535203,0.141317365269461,-1.69310895586499,4.86622259417486e-76
Fam107b,0.0648352703870906,0.202794411177645,-1.64516713570203,5.58764562145764e-76
Nono,0.0330419748343099,0.135928143712575,-2.04047237417803,7.76503586461118e-76
Pafah1b2,0.0441840361156469,0.158682634730539,-1.8445471400954,8.92503494745801e-76
Spns2,0.0272788396887907,0.00259481037924152,3.39408126049554,1.0622922890177e-75
Kif15,0.0175775621938334,0.111377245508982,-2.6636476144132,1.37726374228777e-75
Clic4,0.0908654307943521,0.262874251497006,-1.53256939778517,1.40075429238242e-75
Smarca5,0.059840553260974,0.199600798403194,-1.73792207250614,2.2020185588636e-75
Paics,0.213716261646336,0.456087824351297,-1.09361497007236,2.85653249944478e-75
Zwint,0.0681970992219768,0.21377245508982,-1.64829369122626,8.60661160417956e-75
Myo5c,0.00115262702910383,0.0333333333333333,-4.85396793262095,8.90250210882719e-75
Cadps,0.000864470271827874,0.0377245508982036,-5.44754356364681,9.63355502720614e-75
Khdrbs3,0.00931706848525598,0.0760479041916168,-3.02896048617425,3.57674118853284e-74
Hdgfrp2,0.0413985207953127,0.128542914171657,-1.63459895989357,5.40679717609149e-74
Col4a3bp,0.0544616271251561,0.167864271457086,-1.62398320618097,6.71492994715541e-74
Eno1,0.0902891172798002,0.240518962075848,-1.41352662542038,1.0030994469861e-73
Uhrf1,0.023148592834502,0.101596806387226,-2.13385865071379,1.04447615979558e-73
Il33,0.0600326577658246,0.012375249500998,2.27828992829452,1.16547761806116e-73
Ino80c,0.0320814523100567,0.116766467065868,-1.86381466286477,1.26184962956952e-73
Rtn4,0.134377101143022,0.301197604790419,-1.16442298422998,1.90339477463278e-73
Map4,0.0811641532993949,0.22874251497006,-1.49480993845541,4.50886828830228e-73
Iars,0.0371722216885986,0.129740518962076,-1.80333229263946,4.77094423626199e-73
Psmd2,0.119489002017097,0.269461077844311,-1.17319906267564,8.00660607170258e-73
Plekha6,0.0617615983094804,0.0121756487025948,2.34271144889701,9.49086203586137e-73
Psmc2,0.10383248487177,0.251497005988024,-1.27628335152068,1.01972296974431e-72
Nucks1,0.229853040053789,0.489620758483034,-1.09095297788716,1.12726603354533e-72
Ncapg,0.0327538180770339,0.144710578842315,-2.14343539674618,2.35391099621449e-72
Ilf3,0.0293919892421477,0.114570858283433,-1.96274522485109,2.64395041788969e-72
Fnbp1l,0.057151090193065,0.19500998003992,-1.77069503464113,3.29522005095431e-72
Tbl1x,0.0731918163480934,0.205389221556886,-1.4886062202687,3.49791945890429e-72
Ythdc1,0.0696378830083565,0.207385229540918,-1.57436889486997,3.76063606332131e-72
Prdx4,0.0513879550475459,0.163473053892216,-1.66955070122055,3.83759791434058e-72
Tacc3,0.0801075785227164,0.221157684630739,-1.46506473347258,4.64566008023615e-72
Ube2j1,0.0229564883296513,0.0884231536926148,-1.94552222144232,5.94544915127103e-72
Dync1i2,0.115070598405533,0.286826347305389,-1.3176582945366,1.61768729501428e-71
Tmod3,0.0675247334549995,0.185429141716567,-1.45738004817817,2.2934064612149e-71
U2surp,0.102007492075689,0.257884231536926,-1.33804844475782,3.53202642594242e-71
Cntrl,0.0480261262126597,0.158083832335329,-1.71879847628558,4.80223669430305e-71
Gcsh,0.041206416290462,0.125948103792415,-1.61188849835106,4.93975708738666e-71
Dnajc8,0.093843050619537,0.226147704590818,-1.26894353472018,5.11741149901286e-71
Uaca,0.0188262414753626,0.0974051896207585,-2.37125363431573,1.11094260229836e-70
Mrpl51,0.0773220632023821,0.201996007984032,-1.38537474256038,1.33488149515617e-70
Tcf12,0.0611852847949284,0.1812375249501,-1.56662506590267,1.39157197241834e-70
Bnip2,0.103928537124196,0.264271457085828,-1.34642876384846,1.4766301877196e-70
Tspan3,0.052924791086351,0.172055888223553,-1.70086169138599,1.84439865881885e-70
Tnfrsf12a,0.0875996542118913,0.22874251497006,-1.38472745546022,1.95889078191906e-70
Cast,0.0832773028527519,0.231736526946108,-1.47649021451178,2.0599025014049e-70
Ralbp1,0.0790510037460379,0.198602794411178,-1.32903023587744,2.22142037647822e-70
Zrsr2,0.0308327730285275,0.123552894211577,-2.00259225296001,2.4193729436274e-70
Eif4g3,0.0722312938238402,0.210379241516966,-1.54229644082763,2.77615832903291e-70
Ube3a,0.0796273172605898,0.216367265469062,-1.44214689072617,3.10834274132053e-70
Gatad1,0.0561905676688118,0.179241516966068,-1.67350496113843,3.42134656309783e-70
Kdm1a,0.0244933243684564,0.112175648702595,-2.19529902423012,3.44529593315942e-70
Ythdf2,0.0397656325040822,0.12814371257485,-1.68816867049103,3.58522631895788e-70
Rassf8,0.0394774757468063,0.133932135728543,-1.76240051338655,3.84875044607324e-70
Akirin2,0.0568629334357891,0.175249500998004,-1.62384990477446,4.08630633626822e-70
Irak1,0.0435116703486697,0.154690618762475,-1.82991140098342,5.04379408774847e-70
Rexo2,0.102295648832965,0.247904191616766,-1.27703788397533,7.54377156327414e-70
Marcks,0.175775621938334,0.368063872255489,-1.06622114812599,8.47671566370219e-70
Slc25a5,0.0716549803092883,0.201596806387226,-1.49233389825197,1.33354612251779e-69
Them6,0.00883680722312938,0.000199600798403194,5.46833581518896,1.36905593551087e-69
Omd,0.0367880126788973,0.00359281437125749,3.35604943961459,1.45516810242775e-69
Casp8ap2,0.0361156469119201,0.12874251497006,-1.83379263950103,1.7154630538801e-69
Cd24a,0.0510997982902699,0.156686626746507,-1.61649254914585,3.17484979978606e-69
Sdhd,0.0656036884064931,0.182834331337325,-1.47868816067491,3.99053381913614e-69
Srsf4,0.0353472288925175,0.128542914171657,-1.86258106292566,7.34421120623442e-69
Caprin1,0.0670444721928729,0.189021956087824,-1.49536353012679,8.02948697292091e-69
Sdcbp,0.080299683027567,0.231536926147705,-1.5277760988021,8.29997863758138e-69
Pcna,0.0268946306790894,0.126347305389222,-2.23200481335143,1.00088561790549e-68
Rif1,0.0647392181346653,0.185229540918164,-1.51660235481377,1.5267314965536e-68
Flnc,0.0174815099414081,0.000998003992015968,4.13064040444328,1.54951556957996e-68
Megf10,0.0464892901738546,0.00558882235528942,3.05628217434894,1.56634044141523e-68
Atpif1,0.182499279608107,0.367265469061876,-1.00893248859412,3.2063149274329e-68
Uba6,0.01805782345596,0.0872255489021956,-2.27212675869101,3.33451882063195e-68
Rab31,0.0351551243876669,0.132335329341317,-1.9123913626966,3.8224938843317e-68
Brd4,0.0924983190855826,0.228542914171657,-1.3049660360089,7.04658808090685e-68
Ppap2b,0.0879838632215925,0.255089820359281,-1.5356944737181,8.15476179845312e-68
Hnrnpdl,0.108250888483335,0.265668662674651,-1.29524919660772,1.18600552718693e-67
Mgat3,0.0591681874939967,0.0121756487025948,2.28082306226396,1.60503345846169e-67
Psmd1,0.0568629334357891,0.166467065868263,-1.54967634868377,1.90319961005442e-67
Cd2ap,0.0776102199596581,0.20938123752495,-1.43181362069353,2.66472013905967e-67
Numa1,0.0408222072807607,0.129341317365269,-1.66375711272761,2.71804303825292e-67
Il18rap,0.00922101623283066,0.0546906187624751,-2.56829572310742,2.93982328173894e-67
Sox9,0.0497550667563154,0.147904191616766,-1.57174758548733,3.21061398347006e-67
Cux1,0.0669484199404476,0.178842315369261,-1.41756621705723,3.94072235139518e-67
Klf6,0.0596484487561233,0.167465069860279,-1.48930368308739,9.36586426795296e-67
Phf6,0.0134473153395447,0.0644710578842315,-2.26133347861701,1.10388954430949e-66
Hnrnpu,0.115070598405533,0.296207584830339,-1.36408932470007,1.77059408177664e-66
Csgalnact1,0.029488041494573,0.138323353293413,-2.22984283763509,1.93515279064732e-66
Neo1,0.0139275766016713,0.0884231536926148,-2.66647993940814,2.39121943605785e-66
Nbea,0.0385169532225531,0.145908183632735,-1.92149531036557,3.99572093030689e-66
Ubqln1,0.0446642973777735,0.126746506986028,-1.50475201653219,5.02680993877869e-66
Rbpj,0.0379406397080012,0.116966067864271,-1.62427415222584,5.62394347667673e-66
Ccdc34,0.0975890884641245,0.249101796407186,-1.35194367295814,8.88799719642241e-66
Rfc1,0.0628181730861589,0.173253493013972,-1.46363054781445,1.26669232007972e-65
Pard3,0.0517721640572471,0.178243512974052,-1.78360104323677,1.89082696234398e-65
Hspd1,0.151378349822303,0.368862275449102,-1.28492336282773,2.21496952453927e-65
Ola1,0.0846220343867064,0.225548902195609,-1.41433498925019,2.36014803270125e-65
Cul3,0.0684852559792527,0.194411177644711,-1.50524583650651,2.73467656807508e-65
Plac8,0.101431178561137,0.0297405189620758,1.76999945802824,5.99597957876989e-65
F13a1,0.211411007588128,0.0596806387225549,1.8247156148254,6.45142829856715e-65
Evi5,0.0465853424262799,0.153293413173653,-1.71834770451472,6.78189875101733e-65
Dhx15,0.0406301027759101,0.135129740518962,-1.7337243113231,7.64059739767527e-65
Suv39h1,0.01805782345596,0.0930139720558882,-2.3648234338447,7.66373957411248e-65
Itgb1,0.111612717318221,0.294810379241517,-1.40128589822831,1.23714817177674e-64
Cwc15,0.134857362405148,0.296806387225549,-1.13808785261591,1.76790430401611e-64
Cul5,0.0337143406012871,0.117365269461078,-1.79957126539986,2.13166667041276e-64
Ints8,0.0121025838055902,0.0684630738522954,-2.50001098354095,2.8056338487464e-64
Ncam1,0.0790510037460379,0.0197604790419162,2.00016585947396,5.36461018447802e-64
Akap9,0.0807799442896936,0.217564870259481,-1.4293765702772,1.45703866238674e-63
Mlec,0.0524445298242244,0.142914171656687,-1.44628477721246,1.58762054684307e-63
Lgr6,0.00451445586399001,0.0522954091816367,-3.53406029072787,1.76762936964585e-63
Srpk1,0.0487945442320622,0.146706586826347,-1.58814189381961,1.83726603197342e-63
Sf3b1,0.130150802036308,0.306986027944112,-1.23798879258865,1.95647858332075e-63
Fscn1,0.0579195082124676,0.165269461077844,-1.51269890646729,4.06346922495421e-63
Kmt2e,0.120641629046201,0.278443113772455,-1.20665479869298,4.51961104613248e-63
Fmr1,0.0314090865430794,0.132734530938124,-2.07928984575852,5.0652917380176e-63
Nasp,0.0931706848525598,0.219560878243513,-1.23667301220558,7.27893291441709e-63
Itgb7,0.0397656325040822,0.00598802395209581,2.73137022102275,7.28044749356828e-63
Sri,0.0973969839592738,0.234930139720559,-1.27028280890316,8.49245498705849e-63
Ism1,0.00566708289309384,0.0624750499001996,-3.46260193843883,1.56825339530944e-62
Rps6ka3,0.0354432811449428,0.133532934131737,-1.91361153544912,2.92343566045773e-62
Bptf,0.110652194793968,0.254491017964072,-1.20158267117196,3.27969514586237e-62
Tex10,0.0133512630871194,0.075249500998004,-2.49470578141321,5.77811390075347e-62
Erdr1,0.10815483623091,0.307584830339321,-1.50788617530261,6.11326006596202e-62
Dnajc2,0.110556142541543,0.268662674650699,-1.28101671734614,6.31232033081361e-62
Peak1,0.082412832580924,0.245109780439122,-1.57248714873869,8.20369374982359e-62
Rala,0.13975602727884,0.280039920159681,-1.00272199669231,8.75245676930807e-62
Kif20b,0.121602151570454,0.272854291417166,-1.16596197904577,9.49029673364023e-62
Sh3bgrl,0.0964364614350206,0.249900199600798,-1.3737014338499,1.11140388125473e-61
Snrnp200,0.0429353568341178,0.147704590818363,-1.78247658020105,2.06206343064397e-61
Serpinb6a,0.147055998463164,0.302195608782435,-1.039117063354,2.3459329702037e-61
Tbx15,0.018345980213236,0.000998003992015968,4.20027459228033,3.19489333984649e-61
Ubap2,0.027663048698492,0.119960079840319,-2.11652232013693,3.61101091062611e-61
Taf1,0.0487945442320622,0.164471057884232,-1.75304198127911,3.63234676747442e-61
Zfp266,0.0191143982326386,0.0830339321357285,-2.1190412384655,4.5653899522911e-61
Cenpc1,0.0328498703294592,0.1187624750499,-1.85411948417746,4.80534048311488e-61
Tcf4,0.115358755162809,0.297604790419162,-1.36727024744586,5.09290765176391e-61
Rhno1,0.025549899145135,0.101397205588822,-1.98862839213903,6.07415917734926e-61
Wwtr1,0.0569589856882144,0.159081836327345,-1.48177376031252,6.12662495787637e-61
Hnrnph1,0.0867351839400634,0.204790419161677,-1.23945897899425,1.33368943820308e-60
Ccar1,0.15041782729805,0.312774451097804,-1.05614710804959,1.41933174899126e-60
Sf3b3,0.0501392757660167,0.15249500998004,-1.60474897233392,1.52112562398535e-60
Safb,0.0487945442320622,0.14690618762475,-1.5901034101529,1.64602150988462e-60
Rsrc2,0.100854865046585,0.246107784431138,-1.28700961271741,2.37298758462967e-60
Rlim,0.0328498703294592,0.126946107784431,-1.95025658126651,2.7911875754473e-60
Dock8,0.0328498703294592,0.132534930139721,-2.01241305732908,2.80188610577435e-60
Ctnnal1,0.00758812794160023,0.0624750499001996,-3.04146423962357,5.51948265446616e-60
Gm13912,0.000192104504850639,0.0221556886227545,-6.84964200721816,8.54056603770607e-60
Idh3a,0.0168091441744309,0.0786427145708583,-2.2260668484921,8.55960984773734e-60
Mtmr2,0.0161367784074537,0.070059880239521,-2.11823593839385,8.66680397462488e-60
Myo9a,0.0332340793391605,0.121556886227545,-1.87089633113766,1.33797344117508e-59
Etl4,0.0291998847372971,0.109580838323353,-1.90796096642967,1.73067518823205e-59
Wipf1,0.0558063586591106,0.163672654690619,-1.55231188696897,2.54106816904779e-59
Maged1,0.0394774757468063,0.122954091816367,-1.63901809788127,3.22614016251772e-59
Eif3c,0.183940063394487,0.368063872255489,-1.00072040448507,3.24422430313171e-59
Plekhh2,0.0144078378637979,0.074251497005988,-2.3655662614802,4.27264707328595e-59
Prc1,0.0870233406973394,0.217964071856287,-1.32461604174167,5.43759407010103e-59
Kif1b,0.0590721352415714,0.1624750499002,-1.4596685249077,5.87239129622489e-59
Rnf20,0.043607722601095,0.134131736526946,-1.6209950763559,6.7707783051321e-59
Topors,0.0355393333973682,0.134930139720559,-1.92472411663393,7.10103822000682e-59
Macf1,0.148016520987417,0.327345309381238,-1.14505509385871,7.41743298162458e-59
Sh3glb1,0.163480933627894,0.337724550898204,-1.04672467230204,8.30405238845281e-59
Nsun2,0.0788588992411872,0.200399201596806,-1.34553128304102,9.21533185118742e-59
Map4k4,0.124675823648065,0.268862275449102,-1.10868560833122,9.79999712752258e-59
Psme4,0.0687734127365287,0.185828343313373,-1.43404772116259,1.57620906612602e-58
Prr13,0.182499279608107,0.0882235528942116,1.04865500295883,1.65764070468512e-58
Zfp664,0.024973585630583,0.0980039920159681,-1.97243754215429,1.89576383952949e-58
Rbm6,0.0749207568917491,0.171457085828343,-1.19441014825691,1.93362059954687e-58
Cdk11b,0.0724233983286908,0.191616766467066,-1.40369602320791,1.93911598988862e-58
Eif4g1,0.142157333589473,0.297604790419162,-1.06590922263518,3.21684434643018e-58
Zfp609,0.0380366919604265,0.123552894211577,-1.69966512000271,4.53744611526409e-58
Mtcl1,0.0315051387955048,0.107584830339321,-1.77181559900247,4.57665437710211e-58
