xcoord,ycoord,dna_cluster
849.55,2009.15,2
2597.14,3017.69,3
1865.565,3425.76,0
1295.125,2985.515,2
2330.25,3260.4,0
2822.625,1408.355,2
1347.71,2761.07,2
2077.335,3266.055,0
3458.195,1908.205,1
2805.335,1751.49,1
2341.69,2690.22,1
1982.11,3516.435,0
3500.9,1748.175,0
2411.37,3445.325,0
3225.17,1636.44,2
1579.045,2641.34,3
1892.28,3158.155,3
2568.085,1795.235,1
819,2375.295,2
2247.96,1951.755,3
1599,2408.38,2
2046.785,3256.565,0
2636.595,2779.985,3
1846.52,992.03,0
2073.045,913.25,2
718.315,2576.015,0
3439.67,2159.625,2
2590.315,884.65,2
2917.005,1362.01,2
2722.72,2405.91,3
2394.275,1528.41,2
2193.165,2817.1,3
2046.33,1225.12,2
2800.265,1899.885,2
3189.16,1595.165,2
2938.585,2034.565,2
850.59,2736.24,0
1230.06,1572.285,2
2558.075,837.135,2
2755.09,1300.845,2
3137.225,1820.455,3
789.425,2651.545,0
3441.75,1922.31,2
1163.955,2550.73,2
3510.585,1698.58,1
1576.185,2473.77,2
2534.805,2332.46,3
2093.975,843.635,2
1120.08,1564.355,2
856.44,2136.485,0
969.02,1570.92,0
2099.37,3354.65,0
2598.635,2643.42,3
2790.84,978.77,2
1533.35,3376.165,0
1327.43,2160.6,0
1338.545,3110.51,0
2335.645,3426.995,0
2994.16,2055.3,2
2668.705,2891.655,0
786.37,2738.905,0
1459.965,2450.175,2
3017.495,3096.86,0
2941.9,1070.81,2
988.39,2466.75,2
2755.675,1258.335,2
2055.17,2914.275,3
1738.75,1900.665,3
1509.105,2461.225,2
2992.925,1051.375,2
1051.115,2676.05,2
2957.175,2061.085,2
1175.915,3085.94,0
3149.64,1609.855,3
837.59,2587.455,2
3014.7,2177.955,2
2561,2999.035,3
3215.745,1630.785,2
2322.58,2758.795,3
1213.81,2604.55,2
2983.11,1503.97,2
675.805,2444.91,0
700.765,2423.525,2
949.26,2140.45,2
2892.435,1378.065,2
2953.34,1226.875,2
1056.575,2996.89,0
1180.595,3013.465,0
3332.095,1423.955,2
2832.05,1166.555,2
2868.905,2833.285,3
2834.325,782.08,1
1109.81,2538.64,2
2450.63,3173.105,0
3502.135,2100.15,2
1421.875,2623.465,2
1183.975,2905.24,2
2696.915,2579.59,3
2672.15,3232.32,0
2438.085,3032.25,3
1301.625,2631.785,2
2485.73,3076.71,3
2861.105,1031.68,2
2404.545,2657.07,3
2078.115,3395.795,0
3125.07,1425.45,3
2801.955,964.47,2
2295.67,1378.585,1
2019.355,3157.7,3
2238.73,2940.86,3
3296.085,1444.235,2
2788.37,2439.32,2
2897.245,3177.46,0
674.245,2551.705,0
1397.37,3113.37,0
1155.895,2525.055,2
2944.37,3022.63,0
2809.365,1979.835,2
2468.895,2909.985,3
3533.53,2002.065,0
3407.56,1817.4,2
2082.275,2629.055,1
2261.675,3224.13,0
1543.425,2432.235,2
2368.405,2996.305,3
2935.01,1514.63,2
878.995,2189.915,2
3434.6,1874.34,1
2653.885,2844.855,3
1342.38,3045.38,2
2104.57,3178.5,0
1345.045,2536.04,2
2548.975,2907.19,3
3222.375,1334.385,1
3009.435,1566.76,2
3542.565,1935.505,0
2877.875,1931.02,2
1297.92,2798.38,2
1398.15,3080.22,0
2170.935,3216.135,0
2217.93,593.4045,1
1894.035,684.84,2
2828.93,3003.455,0
900.575,2812.485,0
2945.15,1599.065,2
3463.72,2145.52,2
1175.59,2303.145,2
3126.045,1598.22,3
2650.505,2168.92,1
1160.64,3115.45,0
2315.3,3190.72,0
1268.41,2522.455,2
2044.445,990.665,2
2868.45,1367.73,2
1036.425,2166.97,2
2698.865,1465.035,1
2931.11,1991.47,2
1511.315,2345.85,2
2474.29,2403.96,3
803.01,1432.21,2
816.205,2125.24,2
2828.215,1825.915,2
1487.72,1836.315,2
2458.105,1096.16,0
1497.795,1940.705,1
3318.055,1744.73,3
1118,2317.51,2
2701.465,1437.475,1
2619.89,2946.84,3
2563.665,1632.28,2
2796.69,1684.28,1
1372.735,707.33,1
1135.485,2363.725,0
2445.105,1045.525,2
1388.01,2993.055,2
1102.205,2865.33,2
1019.265,2938,0
2897.05,2835.56,0
3121.235,1715.74,2
1564.55,2631.07,2
821.535,2403.31,2
1488.695,2481.83,2
3263.195,1291.03,0
2522.585,990.08,2
2442.83,3459.625,0
2451.54,2707.51,3
2917.07,1008.15,2
2877.16,1114.555,2
2052.44,3107.91,3
2492.685,1285.44,2
2934.165,1028.3,0
2733.965,919.62,0
1937.065,3477.37,0
2416.895,1245.53,2
1356.225,3196.44,0
1605.37,2540.2,2
2789.41,2995.85,3
1999.205,2984.8,3
2959.06,2692.04,0
2805.01,1527.565,1
822.64,2187.185,2
2079.87,2977.585,3
2897.505,1022.84,0
3396.51,1499.095,2
1564.81,3417.765,0
2592.85,2708.68,0
2354.69,2870.855,0
2102.035,2883.725,3
2060.565,3465.93,0
2572.765,982.28,2
1173.315,2704.975,2
2725.255,2203.11,2
3006.77,1510.08,2
2840.5,1681.81,2
1045.98,2686.71,2
2483.715,2372.045,3
2717.975,1409.005,1
2791.035,1790.295,1
1485.835,3158.09,0
2740.53,3207.685,0
2567.435,1642.68,2
917.28,2889.835,0
2603.055,963.495,2
1942.525,1305.395,2
2433.015,2974.985,3
1061.775,2424.435,2
1016.015,2255.175,2
2850.835,2157.545,1
3484.195,1841.645,2
2524.6,2443.35,3
3211.195,1846.26,2
2576.405,2663.765,3
1413.49,2616.77,2
2603.575,1568.19,1
610.181,2256.67,0
2961.335,1456.195,2
3413.605,2065.765,2
2039.05,1232.985,2
2726.685,2002,1
2503.735,2619.565,1
739.57,2538.64,0
918.645,2578.485,2
1303.055,2978.885,2
2725.775,1875.835,2
1977.885,3443.115,0
972.53,2855.645,0
3483.155,2021.24,2
2765.295,1962.415,2
1960.01,697.32,2
2483.195,1517.36,2
2124.655,3279.64,0
2091.31,2764.19,3
1501.5,2996.435,2
3396.9,1464.125,0
1042.73,2820.545,2
884.78,2350.725,0
2511.6,3065.66,3
2827.825,1966.055,2
1510.405,2508.675,2
3121.885,2918.825,0
2835.495,1959.23,2
2691.65,2558.465,1
2460.575,2324.205,1
3123.965,1322.425,2
2956.265,1597.05,2
2831.66,1375.595,3
1356.42,3215.875,0
2417.09,2723.89,3
3237.78,1631.825,2
1665.885,2243.215,1
1988.87,1077.96,0
2412.15,3268.07,0
1331.005,2757.235,2
1689.415,1934.985,3
3297.32,2037.685,1
3108.495,1591.915,3
879.06,2843.035,0
1855.035,2273.57,3
2394.015,887.77,2
2507.83,1550.705,1
2558.79,2772.64,3
2389.66,3229.85,0
3066.18,2803.645,1
2569.515,3258.19,0
2786.225,1672.645,1
3075.67,2149.42,2
2948.335,2448.94,2
1470.82,2644.85,2
1954.03,1127.035,1
2592.135,1763.84,2
2555.67,2629.64,3
3006.835,1019.135,2
2671.565,1341.535,1
1977.495,2986.685,3
2029.69,653.64,2
2796.625,2791.36,3
2708.875,2730.65,3
2306.59,2719.275,3
2003.365,2996.76,3
951.665,2075.905,2
2667.21,3241.485,0
1007.695,2479.88,0
1927.25,1285.635,2
2687.23,2185.43,2
3057.73,1258.855,0
2403.83,2144.74,3
1223.105,3037.19,0
2502.24,3400.02,0
1989.52,784.875,0
873.73,2739.1,0
3076.19,1641.185,2
2729.74,1632.28,1
1244.165,2656.095,2
808.145,2395.77,0
3341.065,2023.905,2
2692.43,3050.19,3
3248.375,1494.09,1
1035.71,2785.055,2
1026.87,1010.945,2
2725.255,2576.925,3
2202.655,3126.045,3
2800.59,1347.45,2
2167.945,3330.925,0
2936.83,1595.685,2
2895.165,839.93,0
1905.995,3170.245,0
3136.055,1598.61,3
2177.305,2096.575,3
2726.295,2602.795,3
3278.73,1703.715,3
2907.645,1477.58,2
2416.05,2673.775,3
2655.64,2231.97,2
2808.52,1164.8,2
3078.79,1264.575,2
923.39,2464.475,2
3251.235,1185.015,1
2604.485,1059.76,2
1113.385,2999.165,0
2717.195,3163.225,0
2855.06,1331.98,0
922.805,2926.82,0
2603.965,2956.72,0
2938.715,1834.43,2
2738.45,1321.45,2
2847.455,2109.25,1
1373.71,2537.405,2
2167.165,2994.225,3
928.72,2442.18,2
2842.06,1505.53,2
2969.85,1290.965,2
3236.415,1321.19,0
1338.155,2586.35,2
2676.05,2190.5,2
1151.735,1571.18,2
1514.435,1924.91,0
3099.46,2167.75,2
2771.275,1876.55,2
2944.565,998.985,1
839.215,2199.73,2
2834.975,1254.045,0
2855.58,2148.315,0
2803.32,3280.745,0
2122.315,3192.865,0
1963.13,1022.255,2
1327.82,2663.96,2
1459.51,2453.295,2
2425.02,3406.325,0
619.5345,2267.98,2
1283.36,2489.695,0
2856.945,866.645,2
3138.72,1752.465,2
2573.285,905.58,2
1255.28,3038.295,0
3487.965,1834.95,2
979.94,2847.65,0
1999.66,717.795,2
2049.32,1203.93,2
2953.795,1643.07,2
2812.42,1086.995,2
2794.415,3150.42,0
3480.62,1893.97,2
2433.6,1120.275,0
2644.135,3240.315,0
3041.805,1297.92,2
1163.37,2701.985,2
2880.67,2133.17,0
1490.06,2423.33,2
2622.685,3318.38,0
2156.765,3369.73,0
1247.935,2728.18,2
2860.78,1237.275,2
2056.275,862.29,2
2715.895,2272.075,2
1124.11,3047.2,0
2835.365,2174.9,1
2358.59,3477.955,0
1213.68,2756.975,2
2869.165,1121.25,2
2413.125,1235.065,2
2771.73,2372.435,2
1211.73,3034.33,0
695.305,2233.66,2
2139.02,759.525,2
931.905,2475.395,2
1555.19,3310.84,0
2183.74,875.355,2
2456.87,846.235,2
2896.79,2142.335,2
1588.08,1434.81,2
2393.495,3361.41,0
1153.165,3122.21,0
1401.53,876.07,2
2563.08,942.695,2
2639.26,2590.185,3
2829.645,1291.29,0
2775.305,1494.805,1
838.175,2440.035,2
3026.855,2400.97,2
907.595,2402.01,2
2498.405,2335.45,3
1016.21,1688.245,2
2713.75,3287.83,0
1151.02,3010.15,0
1014.715,3017.43,0
2014.74,2068.105,0
1196.845,2974.92,0
2349.23,2695.485,0
2243.735,2978.625,0
2118.48,2828.605,3
3317.08,2016.3,1
3375.385,1817.14,1
3073.85,1105.195,2
1350.635,3188.835,0
1171.17,2735.395,2
1462.045,2306.785,2
2013.375,1165.71,2
2359.24,2114.19,3
709.54,2379.715,2
2385.63,3154.58,0
2424.89,2331.94,1
2787.265,2788.045,3
1585.48,1916.005,3
2705.69,2402.075,3
1579.76,3236.87,0
2341.95,2958.475,3
1143.285,3048.76,0
2428.66,867.23,0
2299.96,3414.385,0
1712.295,2239.51,1
1948.375,714.285,2
1553.435,850.2,2
2902.835,2961.79,0
1961.505,980.915,1
3006.445,1242.8,2
963.3,2658.045,2
2805.79,1193.4,2
1224.665,2682.745,2
758.94,2040.22,2
1295.19,2474.095,2
2435.225,2692.235,3
3125.135,1584.05,0
1175.135,2851.225,2
2764.645,2349.555,2
1205.295,2721.81,2
2731.17,2441.66,3
3244.54,1932.645,2
3362.71,1523.405,2
1378.325,3321.955,0
1138.54,2962.44,0
775.97,2028.065,2
2999.88,2085.33,2
3377.335,1445.34,2
2634.385,2660.45,3
2918.89,2129.855,2
2803.515,1515.93,1
2377.895,2091.7,3
975.52,2656.615,2
2070.055,3503.37,0
2740.53,1490.255,0
2350.92,3198.195,0
2104.505,2684.825,3
2601.235,2985.84,0
2214.875,3092.05,3
1127.945,2896.075,2
3469.83,1891.565,2
2623.075,3010.54,3
773.175,2686.19,0
1142.44,2678.52,2
1052.805,2962.765,0
1500.85,1872.455,0
2205.125,2969.46,0
1036.555,2417.285,0
2950.48,1073.345,2
3156.205,1729.78,0
1961.895,3486.73,0
3168.23,1446.9,2
2425.215,2140.905,3
734.955,2254.265,2
2067.52,1265.55,0
885.69,2884.115,0
3380.13,2127.45,2
1613.235,1800.045,3
2640.56,2986.1,3
3183.96,2997.93,0
1962.74,3193.905,0
2517.97,2618.07,0
921.765,2221.635,2
1436.5,2951.39,2
2185.885,2916.68,3
2828.475,2458.17,2
2526.03,3259.36,0
2977.78,1652.95,2
3063.45,1402.57,2
1191.255,2995.2,0
2720.315,2818.075,3
3377.855,2046.005,2
1927.12,2371.005,3
2387.255,2934.36,0
2868.775,1347.515,2
1932.515,3487.445,0
2363.4,2858.895,3
1286.35,2542.605,2
2729.87,2748.85,3
2133.17,2648.23,3
1130.025,1500.395,0
1346.28,2693.275,2
1262.69,1459.9,0
2714.01,2692.365,3
3036.54,1677.845,2
2102.1,684.06,2
2712.905,941.07,2
2574.91,1519.895,2
1305.785,2570.75,2
1475.37,2667.795,2
3425.045,2185.43,0
3518.45,1768.975,1
1428.44,3279.575,0
3387.865,1494.74,2
3362.58,2455.115,0
2912.52,1272.505,2
1365.52,2520.505,2
2286.05,3098.29,3
3078.27,1337.635,2
2889.965,3266.12,0
1351.155,3165.175,0
2240.095,3426.345,0
2472.47,833.56,2
2795.78,3170.245,0
2659.605,1674.985,0
2532.79,883.025,0
943.215,2827.11,0
1718.015,2160.99,1
2671.825,1091.675,2
2339.805,1004.77,2
1945.84,696.605,2
3468.075,1928.225,2
1248.195,2916.745,2
2427.49,836.94,2
2667.47,3224.13,0
2463.565,3198.715,0
2701.27,1066.715,2
2701.01,992.615,2
3504.345,1955.72,2
2785.445,2450.24,0
2410.85,3036.8,3
2120.755,2671.305,3
1347.775,2390.96,2
2181.465,3232.45,0
978.965,2796.365,2
2789.735,1006.265,2
1194.83,3098.485,0
3209.18,2715.05,0
2053.415,2663.31,1
2805.075,1323.14,2
1170.065,2640.365,0
946.66,2374.515,2
2669.485,3356.925,0
2902.25,2407.405,0
1052.285,3044.99,0
3475.16,1616.745,1
2560.805,1764.945,2
2311.725,2950.545,3
2097.55,2675.14,3
2662.66,1750.32,2
2064.01,3455.53,0
3036.54,1442.675,2
2037.685,3441.685,0
2010.255,3055.715,3
2665.91,3251.365,0
1167.14,2939.105,0
883.22,2512.185,2
2999.945,1697.67,2
3268.33,2689.57,0
3239.47,1513.85,1
1256.125,2619.63,2
3009.11,1435.265,2
2086.825,3249.025,0
1079.39,1516.645,2
2479.685,2733.77,3
2612.415,1902.94,1
3193.775,1811.745,0
2125.76,3392.155,0
2552.55,3050.385,3
2636.595,1658.28,2
1458.6,2515.045,0
3262.805,1227.005,1
2916.68,880.165,1
2097.875,3224.845,0
3448.575,1800.305,2
2306.59,3070.535,3
866.905,2010.385,2
2296.19,3474.64,0
2634.385,2235.675,1
2562.365,3268.33,0
2974.92,1270.815,2
2777.84,1428.83,2
1017.9,2480.92,0
2762.825,1181.57,2
783.185,1229.605,2
2733.445,2683.655,3
2268.175,3209.115,0
2161.445,2834.585,0
1973.53,3029.26,3
2467.725,3001.375,3
2302.885,2728.7,0
2418.845,2440.815,3
2072.98,847.925,2
1530.425,2666.105,2
1321.19,3037.97,2
949.065,2383.68,2
3240.77,2791.035,0
1345.955,2459.6,2
1654.77,1891.955,3
2879.11,1820,2
2124.72,3437.07,0
3170.895,2840.63,0
2524.925,1543.88,0
2342.535,1990.625,3
2722.395,2684.825,3
3083.015,1764.815,2
3284.255,1800.76,2
1127.75,2354.04,2
2205.385,1859.325,3
1377.87,728.715,1
2879.565,1004.9,0
1042.795,2208.895,2
2188.68,3224.845,0
2363.92,895.375,0
2318.16,600.0215,1
2959.385,1415.115,2
2851.42,1642.29,2
2004.275,3444.805,0
1513.265,2582.255,2
2943.33,1608.36,0
2908.425,2649.725,1
3415.88,1496.04,2
2514.265,1375.595,2
2678.52,1943.76,1
2848.235,3084.38,0
2735.72,3322.8,0
3151.395,1591.33,0
2490.735,2401.23,3
1088.165,2779.075,2
1484.73,2949.05,2
1432.405,3165.955,0
2481.44,2956.915,3
3164.395,1808.3,2
3021.59,2112.89,2
3405.22,2110.485,2
2964.455,1474.85,2
2944.76,1099.93,2
2571.53,2842.19,0
3064.815,2148.055,2
1236.95,2525.185,2
1914.12,1303.38,2
813.085,1573.91,1
2674.62,2752.88,3
1409.98,3078.595,0
1375.53,3099.72,0
1668.94,1932.97,3
639.6585,2009.93,2
2692.105,3365.765,0
2800.46,1142.96,2
3374.02,1963.195,2
1857.31,898.43,2
1029.08,2956.98,0
1567.735,2468.115,2
1386.71,774.995,2
2743.78,2707.835,3
2465.58,1085.37,2
973.44,2380.95,2
1194.96,2960.23,0
2344.29,2139.995,0
2706.145,1856.075,2
2367.495,1036.555,2
2382.185,933.79,2
2107.755,2791.165,3
2111.33,831.87,2
1077.31,1423.175,2
2073.955,870.74,2
2764.255,1461.525,2
1120.08,2635.815,2
3321.89,1510.47,0
2691.845,3187.925,0
2671.24,2161.64,1
2542.8,3416.985,0
1906.125,2354.3,3
2459.015,2798.705,3
2461.42,2423.46,3
2922.725,2340.585,2
2273.05,2759.705,3
2767.31,2995.525,3
2845.05,1483.82,2
2721.095,2835.43,0
1208.545,2912.455,2
1233.115,2876.51,2
1949.35,3087.825,3
2790.775,2402.855,2
1602.185,2560.415,2
1036.23,2919.345,0
1184.17,2653.885,2
3035.565,3098.29,0
2133.82,806.65,2
1256.06,2913.885,2
2428.79,3110.315,3
2960.425,2482.48,2
1796.6,3423.42,0
2950.74,2489.76,2
2597.205,1668.94,2
2647.645,3048.435,0
1974.115,1091.805,2
2320.045,2745.015,3
2498.73,960.96,2
1595.75,1911.065,3
2110.42,3335.15,0
1756.625,2128.425,3
1365.325,3152.435,0
2176.135,3164.265,0
2406.17,1371.76,2
825.63,2253.875,2
1119.82,2556.58,2
2439.125,3126.435,0
914.095,2254.46,2
2731.3,1620.32,0
2747.225,1540.175,1
1131.26,2939.17,0
3106.025,2813.655,0
2165.995,1905.475,0
2509.715,620.022,1
2859.155,2176.265,1
3127.215,1134.185,2
1067.495,2973.815,0
2013.05,1014.715,0
1967.42,3020.29,3
2625.61,3000.205,3
3056.235,1021.93,2
2874.235,3028.285,0
3326.765,1739.595,1
1258.205,2568.28,2
698.035,2372.24,2
1998.815,3288.61,0
2816.125,1747.785,1
1182.35,2747.68,0
2832.765,2429.57,2
1834.495,2121.145,0
3089.905,1536.08,3
2081.3,3404.83,0
2123.55,2688.465,3
2556.775,2710.89,3
2014.805,989.43,0
2984.8,1612.845,2
2204.54,2991.43,3
999.375,2749.11,2
1145.04,3002.22,0
2168.595,2851.94,3
2027.675,3189.29,0
3148.925,2801.045,0
2504.06,3084.575,3
1887.47,3264.69,0
1025.44,2263.235,2
2129.01,3029,3
1942.85,730.795,0
2359.76,1394.835,2
1182.805,2308.67,2
3359.07,1432.99,0
2856.685,2419.04,0
2931.955,1524.25,2
3178.695,2767.05,0
972.79,2877.42,0
2712.255,1241.825,0
2717.26,2301,2
2767.96,1122.29,2
3246.425,1677.585,2
3117.53,3075.215,0
2245.035,2918.695,3
2654.535,925.6,2
2752.88,2304.575,2
2822.495,1726.725,1
1490.45,2974.205,2
1387.425,3295.89,0
1042.665,2793.83,2
2969.85,1362.075,0
2408.25,2936.57,0
1478.36,3301.285,0
2431.455,2421.38,3
2785.77,3259.295,0
2737.93,2640.625,3
948.87,2762.435,0
3223.935,2200.185,1
3407.17,1440.725,2
2836.145,1279.46,2
3421.015,1486.03,2
3173.105,1829.945,0
2643.095,3305.575,0
2753.01,2254.265,2
2719.925,1480.83,1
1325.285,2475.2,2
1033.37,2528.37,2
2948.725,950.17,0
659.75,2510.3,0
1047.41,2162.55,2
1963.975,3124.615,0
3047.525,1965.47,2
744.77,2554.37,0
2879.11,2491.775,0
1387.49,3264.495,0
3068.91,1113.385,2
817.7,2135.835,2
2097.615,3204.63,0
2090.66,3303.56,0
1308.06,2913.69,2
2099.045,2891.33,3
2016.235,2089.62,0
2389.01,812.24,2
1317.03,2982.72,0
1817.465,3357.12,0
2816.515,3187.99,0
756.08,2678.325,0
3425.825,1646.06,1
1844.245,3425.5,0
2681.055,3034.07,3
3049.93,1749.605,2
2921.88,1102.985,2
2819.7,1080.235,0
942.11,2614.95,2
1207.44,3129.1,0
2629.835,2880.735,3
1083.68,1475.695,2
2054.91,2775.76,3
2784.145,914.55,2
2663.18,2941.51,3
2976.025,1749.995,2
2806.505,1990.56,2
1034.15,2538.575,2
2972.255,1786.265,2
2747.81,2497.69,0
2731.56,1040.13,2
1282.45,3111.94,0
686.595,2478.775,0
2370.225,2182.31,3
3092.7,1358.11,2
1418.365,2244.905,2
2637.115,2897.635,3
2774.005,773.825,1
1254.305,3170.57,0
1366.82,3197.025,0
2656.485,2159.3,1
2236.455,2962.505,3
2823.21,3198.13,0
1973.4,2976.415,1
2788.695,2292.745,2
2973.62,1198.275,0
2853.11,1701.7,0
3444.22,1500.655,2
1557.4,2660.125,2
2644.33,1795.105,2
2979.665,865.735,2
2490.15,3171.805,0
2493.725,2599.74,1
1174.81,2975.57,0
3244.54,1443.39,0
2052.765,853.125,2
2128.165,914.745,2
1146.405,3057.925,0
1126.84,3056.82,0
1379.105,3239.86,0
2496.91,917.865,2
3031.405,1339.585,2
1357.98,2639.78,2
1000.025,2472.34,0
1109.615,2871.895,2
2047.11,3287.7,0
3425.37,1477.58,2
1113.84,2530.32,2
3317.535,1989.455,1
2434.575,3204.305,0
3097.9,1173.315,2
2706.21,2637.765,3
2919.865,1369.29,2
3171.545,1525.095,3
2367.235,2653.885,1
936.455,2304.25,2
1269.06,2704.195,0
2345.33,3112.46,3
2409.03,2761.655,3
2959.19,993.915,0
890.63,2149.485,2
3084.705,1617.525,3
755.495,2153.645,2
1890.85,2326.285,3
2387.71,1066.13,2
820.885,2762.305,0
2957.695,1357.98,2
1184.04,2665.13,2
3311.49,2049.45,1
3072.42,1549.405,3
1651.195,3341.39,0
3484.91,1647.36,2
2473.25,823.095,2
2854.995,1146.535,2
2103.075,3462.355,0
851.11,2757.69,0
3430.635,2257.97,0
2348.84,3130.14,0
2615.405,2733.185,3
1795.82,960.96,2
3120.78,1764.945,2
1105.715,2475.135,2
2828.865,1680.77,1
3507.335,1877.395,2
1126.775,2885.22,2
3077.815,1490.84,0
1381.12,2490.8,2
1979.315,2928.055,3
2317.835,3035.24,3
3542.955,2148.64,0
933.92,2512.055,0
1082.12,2447.835,2
2802.54,2358.85,2
960.05,2549.69,2
1611.35,3301.35,0
3445.52,1667.77,2
1999.595,749.06,2
2122.055,2819.765,3
1981.98,810.355,2
1126.645,2757.17,0
2622.555,3216.98,0
1057.81,3097.38,0
1825.2,3468.725,0
2939.82,2128.62,2
1176.695,2839.655,2
2733.9,2604.225,3
2103.01,3120.26,0
2768.545,1902.16,2
1562.6,3353.935,0
2692.495,3037.45,0
3255.525,1793.48,2
3504.54,1834.56,2
3321.695,1781.585,1
3000.075,1407.055,2
2745.6,1261.78,2
1265.615,2460.835,2
1977.56,3376.945,0
1415.96,2542.93,0
2431.975,2853.825,3
2567.955,3013.27,0
2716.155,2267.72,2
2542.475,3051.945,3
3068.39,1287.78,2
2528.175,2710.89,3
1763.775,936.325,1
1205.1,2315.3,0
2298.66,3326.7,0
3418.74,1465.88,2
2840.695,1305.135,2
1105,2328.3,2
2772.055,2210.455,2
2181.92,3013.855,3
2486.445,2454.4,3
3070.015,1017.835,2
3319.225,1294.41,2
3524.04,2001.675,2
1419.275,2602.925,2
2391.805,930.085,2
1635.66,1914.77,3
905.06,2647.97,2
1119.82,2765.88,0
2473.835,3297.32,0
1027.13,2975.635,0
1018.03,2876.965,0
2713.555,2603.445,3
2601.235,1543.945,1
1000.545,3047.46,0
2602.21,2815.54,3
1455.35,2955.225,2
2771.47,1914.575,2
2844.725,1629.68,2
957.84,2444.845,2
3462.355,1653.21,2
2968.42,1767.805,2
1529.19,2362.295,2
2865.915,2168.725,1
1414.205,3131.96,0
2926.495,1209,2
1016.34,2756.195,2
1555.905,2640.17,2
2724.41,1570.79,1
2224.69,567.3525,1
2558.985,2965.885,3
2841.735,2538.705,2
1550.315,2674.685,0
697.515,2384.265,2
3199.365,1714.895,3
1054.365,2386.93,2
1225.835,3125.525,0
1088.815,2161.12,2
930.345,2649.79,2
2801.76,2006.095,2
1099.15,1588.21,0
1391.325,755.82,1
1900.34,676.26,2
2299.7,2782.78,3
2356.51,1012.635,2
2832.18,2992.925,0
1916.525,1269.125,2
909.415,2191.67,2
1933.555,3425.37,0
2023.645,3304.08,0
3414.515,1650.09,1
3073.135,1093.625,2
2087.54,3474.445,0
2583.23,1529.775,1
2997.865,1059.89,0
3321.695,1753.635,3
2429.765,2608.32,1
2891.655,3103.23,0
2767.05,1981.33,1
2531.23,3333.655,0
3039.725,1264.835,2
2468.7,1299.48,2
1071.07,2931.11,0
2011.295,3467.555,0
3183.635,1811.03,3
945.88,2511.145,2
2305.94,2835.235,3
2437.24,1736.865,1
2048.15,2372.11,3
3337.1,2146.04,2
1571.57,2422.42,0
2413.255,1316.12,2
2651.025,3333.85,0
2709.785,2443.675,3
2522.65,2644.395,2
2636.92,1122.68,2
2878.33,2140.84,1
2161.51,2920.32,3
2008.63,3387.54,0
3313.57,2038.79,1
3517.15,2068.105,0
2548.91,2448.16,3
2661.23,2699.71,3
2917.915,2198.17,2
2805.92,1922.83,2
2703.935,1424.41,1
2447.51,2420.015,3
2040.09,3157.83,3
3424.85,1567.345,2
3457.935,2515.76,0
3074.045,1766.765,2
2173.925,2823.795,0
3194.815,1262.625,0
1582.36,3282.37,0
1210.04,2388.36,2
2601.56,1595.88,1
1361.035,2187.185,2
2089.23,3194.1,0
2587.39,1623.765,2
3426.475,1495.65,0
2774.33,1347.515,2
2907.45,1004.38,1
1877.2,2108.34,1
2719.6,1265.81,2
2927.21,1828.125,2
962.52,1264.055,1
1129.375,1381.575,2
3022.76,966.81,3
2463.045,2468.31,1
2744.69,2380.43,2
1461.655,2438.02,2
991.835,2954.51,0
2237.17,3051.49,3
3010.865,2524.73,2
2625.545,1027.26,2
886.015,2769.52,0
2699.905,1885.26,2
2605.59,1088.36,2
3461.185,2228.525,0
798.135,2436.98,2
2955.745,1060.67,2
2474.94,1047.8,2
2029.82,758.81,2
2743.975,1878.305,2
1249.755,2430.285,2
766.09,2365.415,2
1195.545,3080.09,0
1354.275,2340.91,0
1740.7,663.65,0
1243.775,2978.56,0
3045.9,2956.395,0
1201.72,2949.505,0
2174.12,936.78,2
834.145,2502.695,0
2650.895,1866.8,1
2114.84,813.085,0
2870.66,2448.16,2
1592.825,945.815,2
3356.21,1827.67,1
2205.32,2624.57,3
2604.095,1147.315,2
3044.34,1172.405,2
3335.41,1783.405,2
2486.835,2876.64,0
2619.175,893.75,2
1817.27,698.23,2
2929.095,3171.545,0
2820.675,1645.67,2
3157.895,1695.2,3
617.8705,2342.405,0
1412.06,2652.065,2
2856.36,1198.405,0
2723.89,1336.465,2
3376.295,2327.52,2
615.381,2360.54,0
2373.995,2196.74,3
1346.345,2471.43,2
2376.01,989.105,2
1970.54,3312.465,0
975.13,3025.555,0
1285.7,2715.7,2
639.9055,2454.205,0
2976.74,1208.61,0
2458.365,3075.54,3
2881.71,1068.21,2
2925.975,934.895,2
2094.17,3311.295,0
1271.79,2112.695,0
2919.605,2210.65,2
2525.25,2969.72,3
2637.375,1083.55,2
3474.705,1904.175,2
2823.99,1430.325,2
1178.125,2361.32,2
1189.11,3115.775,0
686.595,2329.47,2
2603.51,3175.77,0
2176.135,2883.27,3
2850.64,3137.355,0
860.275,2403.765,2
3077.425,1380.145,2
2737.475,1358.63,0
978.38,2752.815,2
2550.34,3372.85,0
2881.71,2167.425,1
2521.35,2746.315,0
2634.515,1006.525,2
2021.89,3380.13,0
2721.225,1359.735,0
1730.17,660.4,0
3258.71,2083.51,0
2966.73,1560.13,0
2454.01,3064.75,3
3128.645,1170.26,1
644.5205,2035.41,0
2797.795,1929.395,0
2904.655,974.155,1
2156.18,3397.94,0
2713.555,2826.785,3
3183.115,1620.905,0
1950.195,1437.93,1
1091.61,2311.79,2
