xcoord,ycoord,dna_cluster
2416.31,2560.025,1
1603.03,2717.39,0
3254.55,1920.945,2
2955.745,2819.31,1
2466.88,926.055,2
2733.835,3260.725,0
2275.975,1896.18,3
678.405,1813.175,0
3064.62,2303.015,2
2054.91,2694.38,3
1677.715,3037.45,1
662.87,2244.385,2
1947.4,1241.565,2
1856.53,1598.285,1
1786.72,3350.555,0
1328.47,1645.995,0
2199.34,1015.56,2
2812.81,1843.465,2
1987.635,917.605,2
1644.045,2615.535,2
2712.97,1737.45,2
2192.71,2166.06,1
1841.645,1593.54,1
3308.565,2210.845,1
2510.495,1062.295,2
2598.895,2783.495,0
2216.045,821.34,1
3158.155,2966.405,0
1445.145,972.4,2
2947.1,3089.97,0
2658.37,706.355,1
1446.315,1900.34,1
1361.685,3300.96,0
1482.91,2993.965,2
1690.065,1833,1
3347.305,1744.34,1
3200.34,2710.24,0
1876.875,2753.465,1
716.43,2239.25,2
2712.58,768.04,2
2060.76,1562.34,2
3502.2,2117.895,2
2497.755,1890.265,1
1901.055,938.275,1
3187.21,2479.425,1
1770.795,2450.24,1
3003.78,3173.235,0
2260.05,866.19,1
1905.54,665.21,2
2022.54,2697.89,1
2700.035,2235.74,2
2060.305,2481.44,1
2978.3,1902.55,2
1755.195,834.405,1
878.735,1792.57,1
1470.04,2091.115,1
3317.795,2176.395,1
1178.45,2445.04,2
2852.07,2239.25,1
2826.72,2952.105,0
1641.38,2797.47,1
1612.455,2761.915,2
942.37,2121.535,2
1953.055,1449.695,1
1632.995,2362.23,2
3162.38,1967.095,2
963.56,1345.11,1
572.936,1934.725,2
2123.03,2192.06,1
3050.97,1349.53,2
2903.615,2260.57,1
1803.23,1720.94,1
1824.745,2082.015,1
2626.26,879.06,2
1829.62,2399.215,1
963.885,1050.01,1
2240.03,1509.82,1
2630.68,2412.085,3
1417.715,3270.54,0
1591.005,902.85,0
1647.49,1545.05,1
2439.905,1387.555,2
2405.195,655.46,2
1703.39,651.04,0
3065.66,2916.42,0
2030.08,2135.51,1
3148.86,1083.68,2
1899.885,1434.875,1
1753.505,2567.045,1
1205.035,2421.315,2
1520.415,1946.295,2
691.925,1781.455,1
3295.76,2225.6,1
2595.58,2496.195,3
2267.2,1274.52,1
1056.835,1031.81,2
3080.675,3011.645,0
2521.87,1168.765,2
3036.215,2310.425,1
1360.84,2946.645,2
2898.675,1919.45,2
2804.165,3088.15,0
1836.705,670.8,2
1931.345,3255.395,0
1443.195,3128.385,0
1568.515,2320.045,2
3375.58,1720.875,1
1416.48,2460.575,2
3442.205,2517.385,0
2657.265,1307.93,1
1190.8,878.28,1
1068.6,2063.23,2
1222.91,1188.915,2
2808.065,733.005,1
3301.48,1508.715,1
1049.1,2900.3,0
1614.795,1420.835,2
1561.56,1746.875,3
3164.265,2480.01,1
2008.37,1080.43,2
1015.885,2713.945,2
2178.995,3208.725,0
1330.42,2108.86,2
2215.72,1847.495,0
3495.05,2202.915,0
3089.255,1825.785,1
1789.775,1814.215,1
2688.205,1482,1
2158.585,594.9385,1
2783.235,2724.345,3
1847.82,1946.62,1
1165.645,1669.525,1
2682.485,1657.825,2
2562.43,967.915,2
2338.895,1089.465,2
1903.59,1746.94,1
2775.37,1379.95,2
2069.535,1885,1
3348.215,1899.495,1
3483.74,1792.245,2
2665.715,1610.96,3
1456.91,1849.445,1
3374.735,2402.725,2
1666.47,3193.125,0
2429.96,2380.04,3
2014.805,684.06,0
2398.76,809.12,2
1080.755,2189.33,2
2689.44,1074.385,2
1374.23,2773.225,2
1753.375,2097.94,1
1825.005,1218.815,2
2224.43,2498.795,1
2150.395,3255.785,0
3034.135,2231.84,0
2610.14,802.49,2
1790.425,3202.55,0
2080.195,2995.72,3
1428.765,789.62,2
616.616,1679.34,1
2649.855,1398.215,1
1850.095,2166.45,3
1451.32,1094.925,1
1585.805,2422.355,2
2721.615,2150.135,1
2611.895,1851.33,1
1786.135,1124.89,1
3332.875,1937.65,1
3286.27,2816.515,0
1719.25,2478.97,1
2826.33,970.97,2
642.3235,1617.07,1
1842.88,1607.385,1
3422.64,1627.08,1
1437.28,2697.955,2
1692.73,3321.24,0
1264.38,1089.53,2
1389.375,1877.265,1
1019.265,1228.76,2
2818.53,1181.765,2
1896.96,1118.325,2
2649.4,1235.78,1
2394.145,1658.28,1
2227.81,2647.125,3
1366.625,3177.07,0
1746.94,2432.04,1
1445.015,2836.275,1
1739.205,3260.27,0
2496.195,632.4695,2
1872.845,2807.87,1
2179.255,2680.275,3
803.335,1300.585,2
1714.375,2606.89,0
2423.265,1592.89,2
944.19,2870.335,0
2069.405,1939.795,1
1576.055,1519.115,1
1903.265,709.345,2
983.125,1292.85,1
3444.675,2420.275,0
2199.275,2575.365,1
2953.535,1913.925,2
3250.585,2689.7,0
1374.23,2066.155,0
1101.295,2066.415,2
2056.34,557.388,0
2338.895,2699.125,0
2501.07,2079.61,3
1111.24,2100.605,2
2271.295,1919.385,3
2327.52,2419.625,1
2583.1,1107.665,2
1848.275,3238.105,0
1476.8,3189.095,0
1803.945,801.71,1
2860.325,1440.855,0
2440.88,621.764,2
1659.385,3366.74,0
3282.955,2424.5,0
1754.935,2826.915,1
1312.74,804.44,1
2111.395,2533.115,0
3436.29,2450.37,0
1501.045,1840.54,2
2117.765,2130.635,1
2098.33,2035.8,1
1595.425,3154.905,0
1697.735,626.223,0
1569.88,2180.88,1
1528.54,959.79,1
2075.97,1539.655,2
1871.22,739.31,2
2669.68,2498.015,3
1523.86,2070.77,1
2011.035,1406.275,2
2678.26,3240.965,0
2869.815,1589.315,1
2191.8,558.116,1
3233.685,1904.955,2
2297.23,956.02,1
1986.79,1982.565,1
1954.355,2231.06,3
2267.005,2076.88,3
2457.975,1926.275,3
1754.545,1937.065,3
1347.84,3223.09,0
1992.185,2353.975,3
2597.075,1874.795,1
1543.815,1893.255,2
1728.35,1023.62,1
1298.895,1414.66,2
1972.36,1509.885,1
2922.66,2946.125,0
3486.34,2397.135,0
613.457,1954.485,0
1815.58,1765.14,1
3229.395,1495.78,2
2520.115,2573.48,1
1388.79,3002.48,2
1821.3,2489.435,1
747.5,2468.895,2
1610.765,1849.705,3
1275.625,1699.295,1
2395.185,2694.835,3
1749.28,1420.12,2
1021.085,2319.33,2
1819.35,2073.695,1
3522.74,1953.965,2
2058.94,1863.875,1
3271.84,2833.09,0
2359.955,657.8,2
1582.425,2830.685,1
2620.475,2096.9,1
1895.14,2306.005,3
1113.58,1852.175,1
2505.555,2292.095,1
1604.2,2283.385,1
1069.705,1824.745,0
1907.295,2915.835,1
748.02,1743.3,1
774.995,1616.225,1
1425.06,1287.975,1
2572.7,2180.945,0
832.325,2545.66,2
655.265,2329.665,2
2354.625,768.69,2
3111.745,2953.145,0
2332.72,1081.535,2
1833.455,2853.955,1
2392.26,1678.56,1
2140.71,2372.11,1
1621.49,2348.19,2
1318.135,2963.74,2
1133.6,2305.81,2
2089.295,2043.34,1
2601.235,3128.515,0
2246.53,2027.285,3
1466.725,1434.81,1
2207.27,1832.415,1
1924.52,3219.97,0
1610.96,699.79,1
1161.485,1267.76,1
2760.03,1320.085,2
2089.555,637.338,0
1907.555,1922.505,1
1244.685,1676.35,1
1476.54,2269.865,2
1894.62,1345.825,2
2708.94,895.375,0
1994.395,3448.9,0
1609.53,2623.335,2
1025.115,2533.05,2
3052.79,2939.56,0
3262.935,2486.12,2
2990,945.815,0
1111.175,1862.51,1
2035.67,575.9065,1
1102.725,1278.355,2
3104.855,992.875,2
3081,2279.225,2
2042.95,1514.305,2
2381.86,1716.065,1
2442.83,1447.615,0
1307.54,1628.12,2
2038.335,1949.545,1
1941.55,1700.725,1
2219.23,1053.91,1
779.025,1570.53,1
1112.8,1768.39,1
2063.555,2460.575,0
2050.165,2011.165,1
814.58,1628.965,1
3290.43,2389.335,2
1669.2,2635.75,2
2068.235,3349.19,0
1757.015,3213.015,0
2882.035,2298.53,2
1571.44,1475.435,2
2368.99,888.485,2
3077.23,1189.37,2
1235.65,2662.855,2
3079.505,1889.485,1
3032.25,2855.645,0
2169.05,907.66,2
834.275,1958.905,2
2961.985,2912,0
1542.385,1955.915,1
1725.035,2846.35,0
2885.48,2250.04,1
1803.685,2724.605,1
2429.765,1919.19,3
847.015,1919.905,2
1127.685,1628.38,2
1733.095,3213.015,0
2633.865,1461.525,1
1206.53,1645.995,1
1204.58,903.695,1
835.9,1619.605,1
1626.43,1458.34,2
2127.45,1914.835,0
3375.255,2490.865,0
3125.265,989.885,2
2252.64,2678.585,3
1571.31,3251.365,0
1396.005,2432.17,2
2614.43,1243.125,1
1343.29,1608.685,1
3322.475,1586.325,1
1007.89,2808.715,2
1982.435,1506.895,1
1021.995,2815.8,2
1766.7,2956.915,1
1854.71,1727.895,1
1004.64,1234.74,0
3388.84,2526.485,0
1746.875,3111.81,1
3325.92,1884.61,2
1731.665,1032.785,1
1218.23,1489.8,1
1106.755,2038.855,2
2738.45,760.305,2
2398.955,2376.205,1
3537.69,2010.775,0
2621.84,1526.07,1
1777.165,1945.775,1
997.295,1170.585,2
1673.75,1418.105,2
942.37,1145.495,1
900.9,2056.535,2
2345.785,1631.63,2
2355.275,1626.17,2
2641.34,2531.815,1
2319.395,824.915,2
1485.705,1448.785,1
2407.99,3456.31,0
1139.515,926.12,1
779.48,2233.79,2
3187.145,2746.055,0
2588.625,3362.97,0
3147.04,1980.55,2
2993.055,2985.58,0
2224.885,1097.33,1
2651.935,2439.58,3
1864.98,2215.72,2
772.85,2714.205,0
995.67,2170.805,2
1575.47,2701.855,2
1251.51,2021.63,2
759.915,1609.53,1
1447.42,2385.305,2
2871.505,2768.675,3
1262.82,1801.67,1
684.97,2276.365,2
3344.9,1717.755,1
2071.095,3306.355,0
3008.135,2119.65,2
1470.04,1037.53,1
2012.14,1754.74,0
1882.725,2179.32,2
2472.86,1782.235,1
2176.2,1165.45,2
2061.215,1417.52,2
948.35,1602.25,0
861.575,1904.695,1
2598.245,2074.93,1
2383.225,3201.835,0
802.23,2537.08,2
2205.84,2267.46,3
3180.32,2799.095,0
1579.76,2995.525,1
3253.12,2485.21,2
1600.495,2678.585,2
1812.655,2061.605,1
1332.955,2131.22,2
1732.185,2983.825,0
1253.72,1038.7,1
2323.815,3053.895,3
850.2,2399.41,0
1740.57,3119.545,1
2424.435,1428.245,0
3403.92,2139.345,2
1879.02,1795.755,1
1678.625,1931.865,0
1018.615,1640.73,2
904.995,2494.375,2
2192.58,1944.02,3
1769.69,3183.765,0
1283.36,820.625,1
3419.325,2380.625,2
1548.495,1535.04,1
2659.54,1986.27,1
912.73,2944.24,0
994.825,2626.455,2
1639.69,660.075,1
1706.445,1389.895,2
1259.895,1014.845,1
1690.91,2543.84,2
2812.42,2195.96,1
3354.975,2479.685,1
1546.285,2583.035,2
2791.035,2017.99,1
2323.88,1074.32,1
2740.14,2071.355,1
3234.465,2835.82,0
2063.88,2668.9,0
3081.13,1827.735,1
2883.53,979.355,2
2171.195,578.955,1
2010.84,720.46,2
3116.035,2932.28,0
1306.175,727.025,1
2235.22,764.205,1
1841.71,907.01,2
1771.77,802.23,1
1783.08,2731.82,1
1043.25,1568.385,2
2785.12,3075.215,0
1703.13,2760.485,1
1962.22,550.1405,1
1677.78,3459.82,0
1636.31,758.81,1
3107.455,2026.375,2
1064.18,1635.595,2
2808.39,2847.39,3
1824.68,1316.705,2
2247.96,727.22,0
1328.405,1609.075,0
1534.845,3154.905,0
2319.46,1974.635,3
1627.145,1113.125,1
2349.815,643.097,2
2049.385,2314.975,1
2696.785,1387.75,1
1010.685,1595.165,2
1986.595,1541.8,1
2976.61,2600.585,1
2515.825,1745.445,0
1703,1054.235,0
3224.52,1921.465,2
1053.39,3028.155,0
1759.55,1068.21,1
1935.31,633.5355,1
1657.24,3166.865,0
704.405,1333.15,0
2221.115,673.465,0
2478.19,1927.315,1
1580.15,1853.995,2
1510.405,1067.3,1
796.965,1682.265,1
2942.225,954.2,2
1375.14,2821.845,0
2574,1741.74,2
1538.745,2867.995,0
1365.455,1159.34,1
1898.91,1605.435,1
1649.44,1226.485,1
2723.89,728,2
2495.22,2021.695,3
685.945,2083.185,2
1792.31,3076.06,1
3062.28,2120.885,2
945.165,1419.34,2
2894.905,953.94,2
1374.425,2169.31,2
1024.01,1526.85,2
1876.225,1318.33,1
2481.245,2391.025,3
2224.105,3399.045,0
2109.12,671.06,2
2387.125,3269.175,0
2827.76,3234.465,0
1434.55,3317.21,0
2138.11,590.8045,1
2282.865,1887.6,3
3050.58,2175.095,0
3155.035,2732.795,0
2257.515,597.6165,0
1579.825,2615.535,2
2946.97,2277.08,1
2976.74,1101.425,2
1343.55,862.03,2
2129.4,2714.53,3
3013.075,2849.86,0
1792.635,2612.61,1
715.13,2508.415,0
3186.3,2632.5,1
1175.525,2053.87,2
1761.11,3441.88,0
2058.225,2188.16,1
2173.47,1055.6,2
1492.66,1896.245,2
2705.625,1730.43,2
2383.94,2191.345,3
2738.645,3271.775,0
3299.01,2206.425,1
2800.395,2671.045,3
1777.555,951.405,2
1005.55,1356.55,2
1231.75,1427.14,0
1796.34,2404.87,1
1469.13,1724.32,1
1354.73,2898.025,2
732.095,2192.645,2
2419.69,2527.395,1
2709.135,3317.6,0
1285.44,2077.205,0
2267.785,789.88,1
3078.855,3056.495,0
2475.395,3186.95,0
1319.76,2055.69,2
2638.74,1423.305,1
1565.33,1386.515,2
2192.19,582.777,0
2155.27,923.26,2
1969.63,2121.015,1
1898.78,1192.945,2
2621.19,1682.2,2
744.055,2403.7,2
3247.92,2858.96,0
1746.81,1017.705,1
2291.705,2679.3,1
2076.295,1045.59,1
1328.145,1703.455,2
1725.295,2454.335,1
2050.75,2050.165,1
1641.185,1500.525,1
1659.84,3333.655,0
1525.615,1967.615,0
2592.525,2413.97,3
1624.155,3177.785,0
1975.415,2900.3,1
1704.235,2516.735,2
1682.785,1439.165,0
1267.045,792.87,1
2247.31,1961.635,3
2233.725,1500.915,0
897.91,2778.88,0
1855.36,1574.82,1
2227.55,2467.27,0
1665.04,1715.35,0
2069.47,603.954,2
2914.08,2698.995,1
1718.08,3160.95,0
2970.24,2897.57,0
2628.405,2530.06,0
771.16,2594.02,0
2409.29,1832.09,1
2339.48,2613.52,1
1188.46,1300.91,2
1627.535,1681.355,1
2535.91,2042.17,1
2506.14,1310.79,2
1705.795,885.495,1
1845.22,1954.81,1
2253.745,1440.465,2
1313.845,1823.315,1
3117.465,2000.245,1
3331.77,2534.35,0
3420.885,2471.95,0
1797.835,2200.25,0
1630.2,3301.87,0
614.9715,1735.175,1
2975.31,2291.25,0
1034.15,1130.74,2
3062.475,2403.83,2
2298.27,1162.135,1
1835.21,3485.17,0
3071.77,2584.53,1
1105.325,1726.79,1
1801.41,3241.29,0
2968.615,1896.83,1
3120.065,2406.56,1
1599,3044.73,1
1946.88,2113.28,1
858,1509.625,2
1314.17,849.03,2
1843.27,2718.95,1
2824.9,2202.525,1
2201.485,2063.23,3
3308.175,2092.22,1
3170.765,2065.96,1
2496.845,3324.36,0
1632.41,1305.07,2
1629.875,3444.74,0
2030.08,1878.305,1
1155.96,1641.185,1
2616.77,1086.02,2
1880.515,3181.295,1
3159.845,1281.475,2
2431.455,1808.82,1
1568.97,965.705,1
2884.18,897.91,2
1834.3,1315.535,2
3198.195,2057.055,1
1860.56,919.23,2
2629.185,2106.26,1
1682.85,1795.95,2
3120.195,1956.89,2
872.755,2262.845,2
1795.495,3293.095,0
1304.94,2736.305,2
3056.105,2394.275,2
921.375,1199.185,2
1227.785,2258.425,2
3018.015,1791.075,2
2409.095,620.204,2
1167.205,1273.415,1
1785.68,1711.515,1
2257.645,1561.95,1
1261.845,1419.665,2
2014.935,2537.795,1
1777.62,3203.395,0
2044.835,2495.35,1
3249.415,1897.545,2
1356.68,958.555,2
2277.535,1896.7,3
2405,1677.325,1
1936.415,1314.755,2
1306.89,2758.08,2
1251.315,767.065,1
2620.41,2416.245,3
1963.39,2505.49,1
1220.7,2941.315,0
2166.515,569.5755,1
1583.335,3372.915,0
2273.115,1752.205,1
1472.575,1226.68,1
3017.43,2534.74,2
2023.385,3213.6,0
1783.21,2826.85,0
1605.11,2870.595,1
1688.505,1351.155,2
2473.77,1162.265,2
3484.78,2327.91,0
1969.63,2129.92,1
2728.7,1783.145,2
2375.555,1891.955,1
1769.885,1373.71,2
1890.46,2254.525,3
1242.54,1786.655,1
980.265,1306.11,1
2785.38,2584.66,2
1682.525,1775.605,3
3208.075,2101.58,1
1447.94,3304.015,0
870.285,1614.405,1
2492.945,2117.83,0
2837.38,791.895,1
1017.965,2275.065,2
2237.04,1583.465,1
1003.47,2321.28,2
2335.255,1029.015,2
1095.185,1687.205,1
2172.625,3038.88,3
1533.48,2277.795,2
1681.615,1158.105,1
2019.55,1283.945,2
2386.475,2058.55,3
1198.21,1148.29,2
3130.14,2890.16,0
2548.845,1876.095,1
1692.665,1529.06,1
1684.995,1484.535,2
2259.985,2275.39,1
3284.84,1904.63,2
2091.44,2568.085,1
1974.57,2310.1,3
1826.89,1424.54,1
1199.25,804.765,1
733.72,2619.76,0
1740.375,2990.26,1
2772.965,2266.03,2
1472.77,1896.375,1
1341.6,833.3,2
1684.54,2261.87,1
2371.785,3038.035,3
1944.605,2786.68,0
3209.245,2829.84,0
2405.52,1961.505,3
2610.66,2346.24,0
1779.31,2005.445,1
2788.305,1373.97,2
1654.315,2059.59,1
2664.35,2455.18,3
1708.265,2049.125,2
3137.03,1852.955,1
1648.465,2446.47,2
3396.575,1910.935,1
3129.36,2046.46,0
3206.125,2148.38,1
1671.54,1560.39,1
1436.37,773.175,2
2391.155,2433.6,3
2794.35,2301.52,2
2317.315,1551.16,2
814.97,2310.165,2
2095.86,1432.145,2
738.66,2041.845,2
1777.035,3300.115,0
2182.245,2236.195,1
652.99,1663.285,1
2746.38,3078.855,0
1751.165,1913.795,0
1075.425,2418.91,2
2042.69,1878.565,1
1765.205,3336.255,0
2065.7,1872.78,1
2506.92,1695.98,2
2667.275,2087.28,0
1163.045,1321.125,2
2009.8,2047.565,0
3055.325,2829.84,0
1611.35,807.625,1
1723.54,561.4245,1
1042.275,2024.035,2
1362.205,2007.525,0
3277.495,2454.465,2
3128.515,3028.22,0
3109.275,1744.535,2
1545.18,3289.065,0
2825.16,1809.47,2
2417.545,594.4575,2
3040.115,2432.95,2
2109.12,1948.375,0
1910.87,1358.565,2
2690.74,1457.495,1
1086.345,3003.065,0
3257.93,2037.62,1
3188.38,1229.02,1
1878.76,1357.005,2
1081.34,1015.105,0
1339.13,742.04,1
1339.195,2067.325,1
1407.77,866.255,2
2182.375,619.6255,1
1115.27,1673.36,0
739.375,2207.985,2
3011.125,2651.48,2
1768.78,1891.695,1
1698.58,1721.915,1
780.91,1390.155,2
1914.445,2982.59,1
808.145,1961.44,2
2315.495,1081.73,1
1291.875,849.03,2
2035.67,734.825,2
1302.015,948.025,2
2471.95,2120.69,3
3063.19,2568.865,1
2528.76,1755.845,2
2038.075,1485.9,2
2559.96,2681.77,3
1734.005,614.601,2
1274.715,2288.52,2
1280.305,2365.87,2
1150.11,880.035,1
1849.445,1387.425,1
2641.015,680.095,2
3243.89,2075.45,1
1638.325,3288.675,0
1678.235,1053.845,1
927.095,2895.165,0
1145.04,1869.075,2
1152.58,2089.295,2
3485.625,2010.84,2
1271.725,2672.93,2
2361.905,1299.415,2
1684.345,3292.9,0
2785.055,2180.75,1
3146.91,1296.23,0
3186.105,2855.84,0
1512.42,3234.92,0
2512.835,2168.985,1
2769.52,2105.74,1
2477.215,3446.235,0
2273.895,3485.755,0
3202.68,1937.325,2
1339.91,1633.905,2
1983.735,2625.22,1
1939.21,1908.725,1
2342.925,1295.645,2
1548.43,2800.395,2
1181.57,2105.805,2
2352.22,1985.685,0
1265.615,2163.59,0
2097.485,1004.575,0
1884.935,2284.88,3
2581.8,1235.455,1
2239.575,1569.75,0
1928.615,1988.675,1
2468.57,2267.2,1
1427.01,918.385,1
1578.07,1194.7,0
2387.06,2305.095,1
2239.51,1086.15,1
1185.535,1707.095,1
2544.555,2085.525,1
1777.49,3134.755,1
3279.77,2358.07,1
1551.03,3279.25,0
2991.82,2613.13,1
2324.335,708.76,2
3380.975,1631.37,1
2201.16,2138.5,0
1214.2,2894.645,2
2512.51,2485.665,3
1647.88,3225.105,0
1588.47,2151.37,1
1571.7,3034.785,1
1159.34,886.47,0
1359.605,1676.025,2
3447.86,2085.46,2
1141.14,1001.195,1
2701.075,777.79,2
2094.95,2164.045,1
1850.225,2711.735,1
1886.69,2712.775,1
743.47,2071.355,2
1967.615,2358.59,3
2616.38,1165.515,2
2607.41,1983.41,1
2850.25,2898.155,2
792.155,1799.46,1
3122.86,2697.63,2
2917.98,2052.57,2
1540.825,3136.315,0
2179.905,2670.07,0
2619.305,1426.1,1
805.155,1450.67,2
1352.975,2852.005,2
3349.515,1665.885,1
1435.395,2020.525,1
3176.875,2672.67,2
1408.03,2477.735,2
1563.965,2412.995,2
3001.635,2584.855,2
2604.745,745.16,0
1500.85,3264.82,0
1716.195,2690.025,1
2659.02,2791.88,3
2770.885,2593.695,0
3313.96,2292.55,1
1628.38,2852.655,1
1506.505,785.915,2
1794.715,2144.675,3
2481.635,596.817,2
3085.42,2686.32,2
2602.795,640.2695,2
1790.295,2155.66,3
1307.345,1546.025,2
1842.555,2060.305,1
2540.98,2531.23,1
918.515,1433.835,2
1020.825,1031.355,2
927.68,2969.33,0
2083.38,2054.91,1
2400.515,1837.615,1
3354.845,2579.265,0
1216.345,1699.23,1
1277.575,1103.96,2
2023.255,1961.31,1
1362.01,1496.95,1
3146.13,2488.72,1
2864.485,1613.82,0
3036.475,1834.495,1
2576.73,858.845,2
1984.32,1891.825,1
2399.54,2755.155,3
1982.37,3216.005,0
1721.46,2613.39,0
2246.79,1449.24,0
1294.995,2832.57,2
1697.54,777.075,1
2591.29,1252.875,0
3456.18,1561.495,2
3009.305,968.37,3
1517.945,1273.285,1
1851.59,2638.675,1
1553.5,1078.025,2
1199.055,2139.41,0
1297.335,1517.36,2
3066.505,1807.91,2
1769.495,1406.21,1
2352.48,2518.295,1
746.98,2241.135,2
2403.245,2748.265,3
1067.755,2992.99,0
1902.68,2768.675,1
2544.165,3148.86,0
768.625,1374.49,2
3017.04,1936.35,2
2184.975,2992.795,3
1417.455,1659.255,1
1704.105,1464.255,2
1605.695,1247.285,1
1989.26,1501.37,2
1876.55,1780.935,1
1708.005,1925.495,3
2120.82,1725.165,1
2260.115,2103.66,3
1404.195,2818.855,2
2752.75,1381.055,2
770.705,1735.11,1
677.365,2560.22,0
2391.545,1715.09,0
2510.365,3425.37,0
3158.35,1315.21,2
1957.93,616.603,1
1899.235,1919.775,1
2096.705,1589.12,1
3150.29,2158.065,2
3041.61,966.615,3
2478.255,2262.065,1
1505.4,2842.97,1
1865.37,1189.76,1
1193.465,994.24,1
2656.225,1421.875,0
722.28,1703.39,1
1091.35,2201.42,2
1900.86,2821.26,1
2808.455,2411.825,2
3261.83,2122.315,1
2200.185,860.99,2
2514.655,1975.61,1
2342.34,1483.69,2
836.355,1272.505,2
2982.525,1853.995,2
2649.075,3296.475,0
2429.505,2167.88,3
2020.005,1493.895,2
886.665,2440.425,0
2527.2,824.785,2
1046.11,1675.245,2
1221.61,2743.065,2
1584.57,1793.285,3
2563.015,1980.355,1
1516.32,868.465,2
583.31,1998.49,2
2569.84,674.96,1
2058.81,605.93,2
1891.045,838.37,2
1697.41,612.4105,0
1493.31,1464.32,1
3033.55,2628.08,1
2603.445,1259.7,1
2893.345,1845.22,2
2825.485,2568.8,1
799.37,1340.105,2
1757.795,1045.655,1
2181.14,2557.425,1
1667.77,2583.685,2
1815.32,1817.855,1
892.385,2359.695,2
3054.09,1837.94,1
2523.95,1934.335,1
2040.415,1195.48,2
1080.69,2069.015,0
1452.945,988.065,1
1988.22,1652.95,0
1080.755,1251.77,2
1208.025,1624.09,2
2723.76,1739.335,2
2102.555,1278.875,2
2937.155,906.88,2
1977.495,3183.18,0
1935.7,2240.485,3
1643.135,1661.855,2
2999.36,1974.05,2
1736.28,3048.24,1
2559.765,1384.63,2
2909.92,3052.465,0
3161.34,1579.955,3
1181.31,1721.07,1
2843.75,2589.145,1
3118.7,2390.7,1
1704.235,962.715,2
2020.135,2663.505,1
2043.795,1446.51,0
2485.21,1712.23,3
1752.01,2342.86,1
2353.585,1655.68,1
1705.925,1663.61,1
1620.45,3043.755,1
1400.165,1810.705,2
2387.19,2590.185,1
3180.775,1984.125,1
1150.89,1510.925,2
1947.465,2377.18,0
2550.73,2880.215,3
1292.46,1395.68,2
2254.85,2406.3,1
1362.465,2957.63,2
2294.565,911.755,1
1183.39,2150.07,2
2807.48,2123.875,1
905.97,1935.31,0
1652.04,1733.875,3
3226.21,1703.195,3
927.875,2008.955,2
3347.37,2755.675,0
858.455,1156.805,2
2711.28,2154.75,1
2400.515,1091.48,2
3167.125,2357.03,1
1761.11,2689.31,1
1218.555,1470.885,1
2793.765,3240.38,0
1511.77,1601.795,1
1602.51,1673.295,1
1557.465,1048.125,2
1920.75,1466.205,1
1585.48,1845.61,2
785.33,2563.275,2
2140.905,1063.205,0
1261.39,936.715,1
3029.975,1573.39,0
2012.66,844.025,2
1701.375,792.415,1
1342.445,1665.625,0
2600.13,2376.855,3
1003.86,1528.41,2
1796.86,2395.25,1
1649.83,2525.965,2
1900.86,1160.12,2
2757.105,2872.35,3
1327.235,773.305,1
2641.015,2408.25,3
1788.93,2912.91,1
1763.97,2024.75,0
3012.75,1947.01,2
954.98,1889.94,1
1838.59,2481.505,1
3309.475,2006.55,1
2475.265,2525.9,1
2528.695,2122.77,3
2996.24,2474.615,2
2695.875,754,1
1777.295,792.48,1
2494.57,2451.8,3
1400.945,2562.495,2
1602.705,2358.525,2
1655.94,3238.69,0
741.455,1579.435,1
2181.855,2980.51,3
2807.285,3260.4,0
2469.285,668.655,0
1632.02,1095.185,0
1829.62,2544.75,1
1790.555,3261.895,0
1784.51,2105.545,3
2212.86,2984.085,3
1905.67,2789.995,0
2414.425,2272.075,1
1687.4,2578.095,0
2591.55,2507.44,3
1325.48,801.255,1
798.005,2226.25,2
1269.84,2422.81,0
2277.21,1409.59,2
2524.34,2263.95,1
785.525,2203.63,2
2379.325,707.59,0
2234.635,2571.01,0
1608.23,875.225,2
1466.79,2491.58,2
1914.055,2736.695,1
2475.98,2763.02,3
3155.555,2203.695,2
1504.1,3115.255,0
2283.06,1054.105,0
1729.91,3174.6,0
3176.615,2395.25,1
761.02,1457.885,2
3258.775,2689.57,0
1459.64,2892.63,1
2479.945,1396.655,2
2043.47,2068.56,1
1512.095,1672.255,0
1433.51,2284.23,2
2577.705,2224.885,1
2486.965,2220.205,1
3324.035,2646.865,0
2359.695,753.74,2
2065.895,2834.975,3
2340.52,2255.435,0
2424.825,1461.59,0
1467.05,2381.925,2
2689.895,2354.755,0
1218.685,2050.815,2
2544.165,1908.335,1
1624.87,3358.745,0
2207.465,1034.15,1
2451.28,1783.47,1
2439.84,2579.915,1
3019.315,3047.915,0
2655.835,2521.87,3
1571.96,2089.945,1
3146.13,1890.525,1
1505.27,2880.475,1
2213.445,2308.995,1
1042.275,1994.98,2
1834.105,1652.3,1
2199.6,2293.59,1
2011.75,1996.865,1
2405.845,715.975,1
1667.25,612.612,1
738.205,1895.79,1
1483.235,3267.42,0
919.815,1445.34,2
1713.53,2413.06,1
2347.02,843.44,2
2203.955,1045.525,1
1661.53,2473.12,2
2419.885,2264.405,1
1903.005,1640.34,1
1764.945,1321.19,1
1681.42,3231.41,0
2512.835,796.25,2
1762.28,1727.96,1
1448.2,1281.605,1
2256.735,902.395,1
1914.055,1715.935,1
2203.24,2771.145,3
1840.93,805.09,0
2444.845,791.765,2
